#=====================================================
# File created:        Mon-16-Feb-2026-at-01-48-25PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        4.927121
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -378.0482  0.2889 
   00001    0.6900    -566.7158  0.3169 
   00002    0.6325    -699.5098  0.2948 
   00003    0.6000    -772.7772  0.3158 
   00004    0.6075    -844.2074  0.3346 
   00005    0.5250    -917.2805  0.3371 
   00006    0.5250    -923.8419  0.3176 
   00007    0.5400    -964.2356  0.2906 
   00008    0.4925   -1002.4202  0.2845 
   00009    0.4775   -1077.8921  0.2962 
   00010    0.4475   -1117.4537  0.3025 
   00011    0.4725   -1135.3125  0.3135 
   00012    0.4750   -1138.9443  0.2941 
   00013    0.4350   -1155.7269  0.2885 
   00014    0.4175   -1163.6798  0.2808 
   00015    0.3875   -1168.1387  0.2952 
   00016    0.4375   -1148.0868  0.2763 
   00017    0.4400   -1168.3331  0.2982 
   00018    0.4850   -1188.0205  0.3312 
   00019    0.4775   -1205.3783  0.3287 
   00020    0.4025   -1193.9573  0.3542 
   00021    0.4750   -1196.6627  0.3782 
   00022    0.4250   -1186.5824  0.3627 
   00023    0.4000   -1196.9866  0.3565 
   00024    0.4300   -1198.8861  0.3723 
   00025    0.4000   -1214.4993  0.3444 
   00026    0.4000   -1216.9855  0.3476 
   00027    0.3800   -1196.4128  0.3414 
   00028    0.3900   -1211.3991  0.3361 
   00029    0.4450   -1218.4476  0.3216 
   00030    0.3775   -1192.3724  0.3268 
   00031    0.4400   -1185.6651  0.3317 
   00032    0.4575   -1206.5602  0.3467 
   00033    0.4200   -1216.1146  0.3684 
   00034    0.4375   -1183.8053  0.3591 
   00035    0.4275   -1165.2581  0.3781 
   00036    0.4225   -1163.2134  0.3871 
   00037    0.4400   -1155.3942  0.3849 
   00038    0.4100   -1179.1067  0.3756 
   00039    0.4525   -1179.9172  0.3748 
   00040    0.4600   -1205.0134  0.3591 
   00041    0.3525   -1185.0885  0.3638 
   00042    0.4150   -1201.8834  0.3579 
   00043    0.3650   -1220.6460  0.3653 
   00044    0.4125   -1219.4826  0.3908 
   00045    0.4500   -1205.6852  0.3936 
   00046    0.4050   -1221.7641  0.4017 
   00047    0.4250   -1242.4150  0.4108 
   00048    0.4000   -1269.3502  0.4268 
   00049    0.3700   -1272.1916  0.4506 
   00050    0.3850   -1274.9115  0.4596 
   00051    0.3900   -1271.9858  0.4662 
   00052    0.4000   -1287.4421  0.4793 
   00053    0.4150   -1281.4570  0.4796 
   00054    0.3850   -1257.2126  0.4961 
   00055    0.4100   -1248.3313  0.4873 
   00056    0.4000   -1242.6061  0.4757 
   00057    0.4075   -1238.2248  0.4658 
   00058    0.4075   -1249.6458  0.4544 
   00059    0.3975   -1250.4689  0.4572 
   00060    0.3800   -1235.5336  0.4770 
   00061    0.3950   -1238.4943  0.4638 
   00062    0.4475   -1240.3274  0.4681 
   00063    0.4200   -1242.3982  0.4535 
   00064    0.4075   -1243.5289  0.4743 
   00065    0.4225   -1238.0218  0.4857 
   00066    0.3700   -1254.8982  0.5050 
   00067    0.3900   -1257.6765  0.5205 
   00068    0.4050   -1227.5067  0.5141 
   00069    0.4175   -1267.8223  0.5159 
   00070    0.3725   -1261.6355  0.5148 
   00071    0.3850   -1267.6769  0.4982 
   00072    0.4300   -1266.8401  0.4816 
   00073    0.4100   -1270.7147  0.4767 
   00074    0.4300   -1253.0728  0.4726 
   00075    0.3875   -1271.7398  0.4687 
   00076    0.4025   -1253.3072  0.4787 
   00077    0.4475   -1254.1767  0.4714 
   00078    0.3975   -1261.6061  0.4727 
   00079    0.4175   -1274.9479  0.4871 
   00080    0.4075   -1282.6996  0.4696 
   00081    0.3825   -1287.8159  0.4838 
   00082    0.4100   -1271.7506  0.5030 
   00083    0.4400   -1263.0215  0.5113 
   00084    0.4200   -1235.9754  0.4878 
   00085    0.4325   -1243.6906  0.4778 
   00086    0.3950   -1241.9999  0.4975 
   00087    0.4150   -1260.4777  0.5039 
   00088    0.4350   -1274.1689  0.5261 
   00089    0.4175   -1265.0357  0.5204 
   00090    0.4000   -1265.8687  0.5090 
   00091    0.4325   -1265.2392  0.4986 
   00092    0.3850   -1251.3451  0.5038 
   00093    0.4075   -1257.2942  0.5221 
   00094    0.3650   -1267.3650  0.5342 
   00095    0.3725   -1266.0459  0.5403 
   00096    0.4400   -1255.9799  0.5526 
   00097    0.4025   -1243.2760  0.5643 
   00098    0.4275   -1235.7466  0.5448 
   00099    0.4400   -1212.1941  0.5390 
   00100    0.3800   -1205.1777  0.5339 
   00101    0.4150   -1230.0806  0.5322 
   00102    0.4525   -1209.2280  0.5174 
   00103    0.3950   -1227.5450  0.5112 
   00104    0.4475   -1228.4547  0.5203 
   00105    0.4175   -1212.6967  0.4942 
   00106    0.4275   -1229.3307  0.5011 
   00107    0.4200   -1216.1371  0.5012 
   00108    0.4225   -1207.4271  0.4999 
   00109    0.4150   -1206.4928  0.4976 
   00110    0.3775   -1213.5203  0.4949 
   00111    0.4000   -1225.1222  0.5116 
   00112    0.3775   -1211.6967  0.5102 
   00113    0.4000   -1202.3452  0.5082 
   00114    0.4200   -1188.2529  0.4946 
   00115    0.4325   -1212.4072  0.5049 
   00116    0.4025   -1220.2811  0.5091 
   00117    0.3900   -1218.2639  0.5179 
   00118    0.3825   -1226.7652  0.5330 
   00119    0.3650   -1242.5909  0.5292 
   00120    0.3625   -1258.0562  0.5395 
   00121    0.4375   -1271.4509  0.5618 
   00122    0.3900   -1278.8660  0.5518 
   00123    0.4150   -1257.6615  0.5621 
   00124    0.4150   -1263.3730  0.5642 
   00125    0.4450   -1232.0687  0.5393 
   00126    0.4400   -1220.1090  0.5368 
   00127    0.4075   -1185.2948  0.5185 
   00128    0.4225   -1203.0807  0.5245 
   00129    0.4325   -1212.0018  0.5245 
   00130    0.4075   -1209.9862  0.5158 
   00131    0.4075   -1232.3185  0.5168 
   00132    0.3925   -1252.7729  0.5115 
   00133    0.4075   -1238.2101  0.5184 
   00134    0.3875   -1252.1452  0.5261 
   00135    0.4325   -1251.9289  0.5334 
   00136    0.3875   -1253.8736  0.5365 
   00137    0.3825   -1281.0781  0.5510 
   00138    0.4475   -1281.5843  0.5545 
   00139    0.3950   -1273.1726  0.5525 
   00140    0.3725   -1260.5165  0.5533 
   00141    0.4050   -1247.0543  0.5677 
   00142    0.4025   -1267.9103  0.5695 
   00143    0.4050   -1248.9279  0.5796 
   00144    0.4025   -1252.4272  0.5685 
   00145    0.3500   -1262.9644  0.5797 
   00146    0.3750   -1280.3644  0.6025 
   00147    0.4075   -1270.2243  0.5999 
   00148    0.4375   -1251.5073  0.5794 
   00149    0.3850   -1245.5293  0.5841 
   00150    0.3900   -1279.0510  0.5940 
   00151    0.4100   -1278.8906  0.5789 
   00152    0.4600   -1282.2518  0.5873 
   00153    0.4175   -1282.8213  0.5968 
   00154    0.4125   -1254.5993  0.5837 
   00155    0.4225   -1260.5669  0.6020 
   00156    0.3850   -1242.4015  0.5888 
   00157    0.4375   -1220.6391  0.5902 
   00158    0.3925   -1217.2422  0.5916 
   00159    0.4450   -1207.7606  0.6024 
   00160    0.4550   -1222.7646  0.6075 
   00161    0.4075   -1239.4507  0.6128 
   00162    0.4150   -1250.9947  0.5973 
   00163    0.4300   -1261.7960  0.5939 
   00164    0.4050   -1282.1971  0.6106 
   00165    0.3875   -1290.5099  0.6195 
   00166    0.3775   -1262.0705  0.6052 
   00167    0.4050   -1234.1729  0.5936 
   00168    0.4175   -1245.9818  0.6072 
   00169    0.3775   -1256.3220  0.5941 
   00170    0.4075   -1265.9649  0.5955 
   00171    0.3925   -1271.0867  0.6104 
   00172    0.3750   -1271.3138  0.5902 
   00173    0.4050   -1258.4284  0.5826 
   00174    0.3775   -1278.4312  0.5659 
   00175    0.3975   -1279.5329  0.5717 
   00176    0.4000   -1272.7320  0.5619 
   00177    0.3675   -1263.1359  0.5541 
   00178    0.3775   -1256.2995  0.5524 
   00179    0.4225   -1262.3422  0.5661 
   00180    0.3850   -1268.0127  0.5756 
