#=====================================================
# File created:        Mon-16-Feb-2026-at-01-51-05PM
# Size of lattice:     40x40
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        15.634892
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1630.9102  0.2552 
   00001    0.6831   -2405.0500  0.2563 
   00002    0.6100   -2868.7106  0.2670 
   00003    0.5775   -3263.0943  0.2718 
   00004    0.5406   -3445.6488  0.2671 
   00005    0.5294   -3579.9134  0.2775 
   00006    0.5144   -3729.6430  0.2825 
   00007    0.4969   -3845.6703  0.2888 
   00008    0.4994   -3965.1861  0.2760 
   00009    0.4881   -4075.2365  0.2770 
   00010    0.4656   -4175.8203  0.2728 
   00011    0.4681   -4235.0375  0.2784 
   00012    0.4719   -4239.5861  0.2810 
   00013    0.4594   -4271.9778  0.2935 
   00014    0.4494   -4346.1337  0.3058 
   00015    0.4512   -4372.3409  0.3197 
   00016    0.4612   -4391.0285  0.3224 
   00017    0.4594   -4406.6107  0.3079 
   00018    0.4650   -4441.5143  0.3134 
   00019    0.4487   -4509.9484  0.3083 
   00020    0.4213   -4598.5613  0.3129 
   00021    0.4250   -4571.1194  0.3144 
   00022    0.4450   -4651.5099  0.3224 
   00023    0.4150   -4722.6144  0.3211 
   00024    0.4263   -4702.4093  0.3086 
   00025    0.4200   -4651.8166  0.3098 
   00026    0.4194   -4669.4989  0.3068 
   00027    0.4606   -4673.5946  0.3056 
   00028    0.4369   -4660.4772  0.3065 
   00029    0.4375   -4707.9322  0.3033 
   00030    0.4200   -4692.4205  0.3065 
   00031    0.4412   -4711.9041  0.3089 
   00032    0.4163   -4724.5807  0.3099 
   00033    0.4138   -4706.9168  0.3123 
   00034    0.4331   -4751.0982  0.3197 
   00035    0.4238   -4781.7146  0.3244 
   00036    0.4113   -4814.0219  0.3236 
   00037    0.4094   -4756.7536  0.3228 
   00038    0.4356   -4763.9714  0.3195 
   00039    0.4344   -4767.2252  0.3212 
   00040    0.4125   -4783.9946  0.3265 
   00041    0.4431   -4813.7678  0.3272 
   00042    0.4275   -4800.7762  0.3276 
   00043    0.4356   -4829.2726  0.3328 
   00044    0.4012   -4820.4202  0.3323 
   00045    0.4269   -4793.0833  0.3435 
   00046    0.4238   -4822.6829  0.3533 
   00047    0.4088   -4827.7443  0.3539 
   00048    0.4238   -4786.1862  0.3532 
   00049    0.4350   -4772.9974  0.3659 
   00050    0.4313   -4771.6185  0.3760 
   00051    0.4194   -4832.0033  0.3906 
   00052    0.3937   -4843.0823  0.4028 
   00053    0.4206   -4840.5490  0.4014 
   00054    0.4019   -4891.1141  0.4063 
   00055    0.4131   -4872.6003  0.4160 
   00056    0.4125   -4837.5837  0.4043 
   00057    0.3975   -4826.4508  0.3975 
   00058    0.4206   -4829.7926  0.3996 
   00059    0.4225   -4789.0990  0.4060 
   00060    0.4188   -4800.8930  0.4103 
   00061    0.3969   -4773.3921  0.4127 
   00062    0.4269   -4815.0750  0.4107 
   00063    0.4331   -4781.2672  0.4157 
   00064    0.4225   -4851.6620  0.4280 
   00065    0.4331   -4829.9396  0.4244 
   00066    0.4250   -4846.8491  0.4274 
   00067    0.4275   -4815.8041  0.4314 
   00068    0.4281   -4813.5048  0.4258 
   00069    0.4012   -4806.3777  0.4335 
   00070    0.4263   -4807.5303  0.4203 
   00071    0.4344   -4863.4078  0.4203 
   00072    0.4119   -4863.0333  0.4251 
   00073    0.4188   -4893.5174  0.4224 
   00074    0.4250   -4884.4665  0.4267 
   00075    0.4062   -4871.5323  0.4311 
   00076    0.4256   -4883.2776  0.4313 
   00077    0.4181   -4892.3777  0.4350 
   00078    0.4200   -4905.4701  0.4339 
   00079    0.4225   -4905.9514  0.4383 
   00080    0.4131   -4929.6663  0.4496 
   00081    0.4062   -4947.9504  0.4589 
   00082    0.4056   -4922.9783  0.4591 
   00083    0.4244   -4899.6166  0.4578 
   00084    0.3925   -4932.9046  0.4629 
   00085    0.4381   -4882.3780  0.4564 
   00086    0.4062   -4933.9155  0.4502 
   00087    0.4188   -4915.1768  0.4456 
   00088    0.3881   -4848.0100  0.4385 
   00089    0.4206   -4831.4052  0.4379 
   00090    0.4412   -4859.3808  0.4338 
   00091    0.4012   -4865.3154  0.4314 
   00092    0.3931   -4863.4106  0.4344 
   00093    0.4100   -4865.3564  0.4362 
   00094    0.4125   -4923.5505  0.4459 
   00095    0.3975   -4908.2133  0.4549 
   00096    0.4125   -4952.9390  0.4611 
   00097    0.3850   -4981.1109  0.4618 
   00098    0.4138   -5000.4202  0.4727 
   00099    0.3919   -4973.1562  0.4800 
   00100    0.4025   -5001.4889  0.4787 
   00101    0.4113   -4979.5537  0.4778 
   00102    0.4125   -5024.5971  0.4775 
   00103    0.3962   -4989.4016  0.4755 
   00104    0.4075   -4967.0707  0.4726 
   00105    0.3894   -4959.9560  0.4773 
   00106    0.4200   -4959.6687  0.4853 
   00107    0.4444   -4927.1623  0.4796 
   00108    0.3812   -4939.9424  0.4938 
   00109    0.4100   -4918.1948  0.4945 
   00110    0.4044   -5007.8146  0.5003 
   00111    0.4094   -5017.8043  0.4966 
   00112    0.4050   -4994.0906  0.4930 
   00113    0.4081   -4978.6340  0.4846 
   00114    0.4294   -4975.2696  0.4913 
   00115    0.4081   -4960.0724  0.4978 
   00116    0.4062   -4941.4035  0.5053 
   00117    0.3862   -4934.1777  0.5017 
   00118    0.4100   -4901.9349  0.4970 
   00119    0.4119   -4940.6772  0.4930 
   00120    0.4006   -4957.0129  0.5057 
   00121    0.3981   -4971.5648  0.5110 
   00122    0.4206   -4997.9461  0.5216 
   00123    0.3906   -4990.7839  0.5106 
   00124    0.4213   -4952.6026  0.4991 
   00125    0.4313   -4956.5124  0.4980 
   00126    0.4200   -4960.8612  0.5016 
   00127    0.3937   -4974.5325  0.5104 
   00128    0.3975   -4972.6143  0.5022 
   00129    0.3944   -4937.8985  0.4900 
   00130    0.4169   -4934.6456  0.4830 
   00131    0.4025   -4936.1117  0.4907 
   00132    0.3950   -4940.1723  0.4879 
   00133    0.4219   -5004.8682  0.4898 
   00134    0.3881   -4988.2015  0.4860 
   00135    0.4069   -5035.5479  0.4875 
   00136    0.4150   -5030.8643  0.4933 
   00137    0.3950   -5037.5899  0.4903 
   00138    0.3931   -5049.9784  0.4916 
   00139    0.4050   -5043.0546  0.4795 
   00140    0.3806   -5073.8595  0.4773 
   00141    0.3944   -5015.0861  0.4846 
   00142    0.3956   -5037.4270  0.4890 
   00143    0.4256   -5053.4887  0.4952 
   00144    0.3994   -5060.1479  0.4891 
   00145    0.3894   -5038.3688  0.4929 
   00146    0.4144   -4999.9402  0.4914 
   00147    0.4031   -5004.4937  0.4902 
   00148    0.4081   -5024.2640  0.4848 
   00149    0.4088   -5028.4524  0.4810 
   00150    0.4194   -5076.0971  0.4741 
   00151    0.4175   -5059.6830  0.4766 
   00152    0.4081   -5067.4416  0.4880 
   00153    0.3887   -5048.5030  0.4874 
   00154    0.4213   -4990.9096  0.4858 
   00155    0.4100   -4973.8688  0.4792 
   00156    0.4163   -4985.3966  0.4827 
   00157    0.4113   -5004.8161  0.4939 
   00158    0.4163   -5013.9865  0.4890 
   00159    0.3875   -5004.6965  0.4841 
   00160    0.4150   -5002.5085  0.4830 
   00161    0.3919   -4995.9793  0.4756 
   00162    0.4056   -5045.4749  0.4707 
   00163    0.4019   -5016.4695  0.4825 
   00164    0.4037   -4993.5188  0.4822 
   00165    0.4081   -4969.5501  0.4884 
   00166    0.3962   -4998.6234  0.4913 
   00167    0.4163   -4978.0440  0.4889 
   00168    0.3925   -5040.9156  0.4867 
   00169    0.4156   -4972.2910  0.4887 
   00170    0.3994   -5024.8791  0.4918 
   00171    0.4000   -5025.9114  0.4877 
   00172    0.3931   -5057.3910  0.4832 
   00173    0.3806   -5044.7889  0.4822 
   00174    0.4037   -5012.0277  0.4845 
   00175    0.4050   -4999.3441  0.4824 
   00176    0.4225   -4995.3712  0.4816 
   00177    0.3975   -5036.2311  0.4823 
   00178    0.3825   -5053.2279  0.4874 
   00179    0.4225   -5062.6786  0.4835 
   00180    0.4213   -5084.4415  0.4893 
   00181    0.4238   -5039.6153  0.4900 
   00182    0.4125   -5076.5273  0.5006 
   00183    0.4175   -5074.7151  0.5005 
   00184    0.3962   -5057.0770  0.4999 
   00185    0.3881   -5007.1939  0.4976 
   00186    0.4075   -5006.3809  0.4952 
   00187    0.4031   -5028.5762  0.4950 
   00188    0.3725   -5039.4839  0.4858 
   00189    0.3969   -5055.6395  0.4898 
   00190    0.3887   -5045.5751  0.4917 
   00191    0.3962   -5016.1859  0.4898 
   00192    0.4206   -4985.4005  0.4832 
   00193    0.4075   -5000.3439  0.4740 
   00194    0.3638   -4995.8711  0.4800 
   00195    0.4138   -5003.5464  0.4705 
   00196    0.3925   -4980.1645  0.4736 
   00197    0.4213   -4998.3813  0.4694 
   00198    0.3931   -4999.2473  0.4641 
   00199    0.4019   -4940.3772  0.4622 
   00200    0.4256   -4967.7321  0.4520 
   00201    0.4344   -4990.5889  0.4627 
   00202    0.4163   -4998.6986  0.4659 
   00203    0.4144   -4985.8835  0.4635 
   00204    0.4163   -5001.6141  0.4831 
   00205    0.4163   -5012.9419  0.4846 
   00206    0.4194   -4997.3348  0.4757 
   00207    0.4094   -4986.6119  0.4693 
   00208    0.4119   -4945.3691  0.4671 
   00209    0.4138   -4951.7190  0.4761 
   00210    0.4131   -4960.8165  0.4726 
   00211    0.4131   -4987.5561  0.4802 
   00212    0.3919   -4978.9862  0.4823 
   00213    0.4113   -5023.9939  0.4936 
   00214    0.4081   -5016.3547  0.4875 
   00215    0.3800   -4997.4088  0.4824 
   00216    0.3994   -5006.1235  0.4889 
   00217    0.4313   -5040.6802  0.5023 
   00218    0.4062   -5062.4101  0.5169 
   00219    0.4419   -5074.1830  0.5178 
   00220    0.3944   -5064.4409  0.5150 
   00221    0.3925   -5052.0761  0.5155 
   00222    0.3950   -5019.3391  0.5050 
   00223    0.4169   -5022.1437  0.4993 
   00224    0.4006   -5015.9358  0.5062 
   00225    0.4088   -5022.8575  0.5026 
   00226    0.4150   -5014.0401  0.5089 
   00227    0.4188   -5106.7202  0.5082 
   00228    0.3844   -5121.6090  0.5113 
   00229    0.4062   -5133.8614  0.5122 
   00230    0.3850   -5118.1244  0.5127 
   00231    0.4000   -5073.2968  0.5187 
   00232    0.3950   -5085.3370  0.5315 
   00233    0.4075   -5022.7249  0.5243 
   00234    0.3919   -5032.1923  0.5289 
   00235    0.4031   -5051.4197  0.5429 
   00236    0.4188   -5053.9268  0.5483 
   00237    0.4044   -5000.7552  0.5524 
   00238    0.4181   -4986.8181  0.5558 
   00239    0.4156   -4963.7973  0.5541 
   00240    0.4163   -4968.9528  0.5589 
   00241    0.4169   -5003.8938  0.5672 
   00242    0.4175   -5020.8005  0.5659 
   00243    0.3925   -5038.7713  0.5549 
   00244    0.4012   -5041.7936  0.5565 
   00245    0.3894   -5034.2159  0.5495 
   00246    0.3950   -5043.1872  0.5613 
   00247    0.4075   -5046.9939  0.5613 
   00248    0.4106   -5078.3612  0.5664 
   00249    0.3937   -5074.9156  0.5700 
   00250    0.4062   -5086.3683  0.5708 
   00251    0.4037   -5067.2216  0.5691 
