#=====================================================
# File created:        Sat-14-Feb-2026-at-04-04-19PM
# Size of lattice:     30x30
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        16.449135
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -901.7515  0.2689 
   00001    0.6700   -1278.6687  0.2837 
   00002    0.5889   -1579.8769  0.2743 
   00003    0.5756   -1789.6967  0.2742 
   00004    0.5633   -1915.2138  0.2698 
   00005    0.5556   -2040.0080  0.2705 
   00006    0.5189   -2129.4089  0.2850 
   00007    0.4900   -2225.9527  0.2834 
   00008    0.5189   -2278.4345  0.2921 
   00009    0.4889   -2283.8800  0.2977 
   00010    0.4911   -2349.4631  0.3062 
   00011    0.4967   -2423.2800  0.2880 
   00012    0.4489   -2459.7137  0.2966 
   00013    0.4311   -2481.9774  0.2881 
   00014    0.4422   -2492.3690  0.3000 
   00015    0.4789   -2518.3410  0.3092 
   00016    0.4522   -2532.0402  0.3114 
   00017    0.4389   -2571.4147  0.3096 
   00018    0.4311   -2600.8859  0.3081 
   00019    0.4167   -2608.7200  0.3085 
   00020    0.4311   -2621.7450  0.2937 
   00021    0.4400   -2629.8192  0.3075 
   00022    0.4433   -2590.6146  0.3078 
   00023    0.4378   -2597.8685  0.2921 
   00024    0.4511   -2600.7768  0.2929 
   00025    0.4322   -2609.1515  0.2947 
   00026    0.4400   -2639.2338  0.3059 
   00027    0.4189   -2609.0023  0.2919 
   00028    0.4333   -2649.9508  0.2991 
   00029    0.4200   -2639.6735  0.2916 
   00030    0.4456   -2652.3424  0.2893 
   00031    0.4356   -2667.1716  0.3017 
   00032    0.4344   -2680.7036  0.3150 
   00033    0.4278   -2656.4355  0.3131 
   00034    0.4100   -2660.8760  0.3090 
   00035    0.4378   -2677.4294  0.3223 
   00036    0.4667   -2646.1164  0.3098 
   00037    0.3767   -2672.1171  0.3087 
   00038    0.4378   -2666.1575  0.3268 
   00039    0.4389   -2676.7546  0.3311 
   00040    0.4367   -2655.7852  0.3383 
   00041    0.4156   -2673.1728  0.3309 
   00042    0.4422   -2644.5946  0.3366 
   00043    0.4367   -2619.4795  0.3362 
   00044    0.4444   -2607.8047  0.3405 
   00045    0.3878   -2594.2846  0.3292 
   00046    0.4400   -2649.0507  0.3376 
   00047    0.4111   -2623.3226  0.3525 
   00048    0.4389   -2654.7079  0.3508 
   00049    0.4433   -2648.3827  0.3525 
   00050    0.4311   -2687.1203  0.3454 
   00051    0.4056   -2695.5607  0.3435 
   00052    0.4289   -2679.8065  0.3408 
   00053    0.4300   -2675.6273  0.3438 
   00054    0.4578   -2727.6494  0.3483 
   00055    0.4067   -2682.0200  0.3441 
   00056    0.4244   -2689.2850  0.3509 
   00057    0.4211   -2714.5274  0.3458 
   00058    0.4033   -2704.8054  0.3424 
   00059    0.4222   -2717.4182  0.3448 
   00060    0.4300   -2747.3528  0.3432 
   00061    0.4311   -2754.6165  0.3580 
   00062    0.4133   -2764.6012  0.3586 
   00063    0.3978   -2760.3222  0.3629 
   00064    0.4278   -2754.1529  0.3564 
   00065    0.4156   -2758.9569  0.3599 
   00066    0.4467   -2732.0287  0.3458 
   00067    0.4056   -2714.1391  0.3497 
   00068    0.3867   -2708.2715  0.3447 
   00069    0.4256   -2677.4150  0.3630 
   00070    0.4411   -2746.5207  0.3525 
   00071    0.4078   -2764.1074  0.3411 
   00072    0.3978   -2776.4402  0.3349 
   00073    0.4200   -2781.2513  0.3548 
   00074    0.3922   -2781.1897  0.3558 
   00075    0.4144   -2782.9188  0.3552 
   00076    0.4256   -2798.3456  0.3616 
   00077    0.3978   -2798.3991  0.3554 
   00078    0.4211   -2801.4456  0.3728 
   00079    0.4267   -2802.0761  0.3544 
   00080    0.3944   -2846.3169  0.3581 
   00081    0.4056   -2826.6142  0.3484 
   00082    0.3878   -2816.4396  0.3423 
   00083    0.4400   -2822.6270  0.3457 
   00084    0.3944   -2764.5615  0.3414 
   00085    0.4289   -2785.3824  0.3343 
   00086    0.4344   -2747.5258  0.3358 
   00087    0.3922   -2748.3501  0.3453 
   00088    0.4078   -2730.7986  0.3384 
   00089    0.4156   -2786.7065  0.3528 
   00090    0.3900   -2802.7875  0.3542 
   00091    0.4122   -2828.7589  0.3357 
   00092    0.4144   -2836.6866  0.3291 
   00093    0.4000   -2822.7523  0.3256 
   00094    0.4133   -2829.0020  0.3358 
   00095    0.3844   -2856.5273  0.3369 
   00096    0.4411   -2854.2692  0.3383 
   00097    0.3667   -2889.8791  0.3359 
   00098    0.4089   -2886.5927  0.3262 
   00099    0.4067   -2848.9290  0.3202 
   00100    0.3644   -2859.9663  0.3065 
   00101    0.4011   -2854.3785  0.3059 
   00102    0.4156   -2801.1424  0.3031 
   00103    0.4156   -2773.6482  0.2840 
   00104    0.4233   -2784.6925  0.3018 
   00105    0.3989   -2767.3903  0.3116 
   00106    0.3911   -2763.5881  0.3091 
   00107    0.4200   -2730.5292  0.3132 
   00108    0.4056   -2720.5017  0.3145 
   00109    0.4178   -2705.9752  0.3209 
   00110    0.4189   -2726.0556  0.3252 
   00111    0.3967   -2746.9380  0.3247 
   00112    0.4244   -2721.0125  0.3120 
   00113    0.4189   -2762.9850  0.3148 
   00114    0.4067   -2775.5946  0.3182 
   00115    0.4078   -2831.2804  0.3213 
   00116    0.4056   -2816.0396  0.3110 
   00117    0.4144   -2795.5631  0.3022 
   00118    0.3967   -2815.6857  0.3014 
   00119    0.4322   -2782.9236  0.2961 
   00120    0.4100   -2804.4094  0.2791 
   00121    0.3833   -2765.0146  0.2751 
   00122    0.4267   -2793.0134  0.2841 
   00123    0.4400   -2779.6380  0.2816 
   00124    0.4011   -2778.6909  0.2880 
   00125    0.4233   -2767.8160  0.2842 
   00126    0.4189   -2775.7301  0.2801 
   00127    0.4000   -2770.7999  0.2826 
   00128    0.4067   -2760.2298  0.2906 
   00129    0.4178   -2772.8581  0.2929 
   00130    0.3844   -2784.6388  0.3009 
   00131    0.4267   -2800.7382  0.3090 
   00132    0.3933   -2804.2573  0.3095 
   00133    0.4122   -2805.5670  0.3152 
   00134    0.4111   -2806.6951  0.3095 
   00135    0.4278   -2811.1954  0.3054 
   00136    0.3900   -2817.6702  0.3167 
   00137    0.3811   -2833.2908  0.3201 
   00138    0.4078   -2850.8846  0.3321 
   00139    0.3756   -2833.5196  0.3373 
   00140    0.4011   -2805.4725  0.3310 
   00141    0.3944   -2811.7706  0.3368 
   00142    0.4011   -2798.0653  0.3382 
   00143    0.3811   -2813.2880  0.3424 
   00144    0.4056   -2789.2295  0.3284 
   00145    0.4078   -2821.8125  0.3333 
   00146    0.4067   -2817.2160  0.3434 
   00147    0.4189   -2811.2496  0.3367 
   00148    0.4144   -2808.1850  0.3359 
   00149    0.4422   -2817.2536  0.3328 
   00150    0.4089   -2834.3429  0.3453 
   00151    0.3878   -2810.2697  0.3425 
   00152    0.4089   -2787.7419  0.3452 
   00153    0.4167   -2769.1588  0.3517 
   00154    0.4200   -2757.9916  0.3418 
   00155    0.4356   -2757.2049  0.3394 
   00156    0.4022   -2748.5396  0.3419 
   00157    0.3811   -2786.4322  0.3369 
   00158    0.4289   -2754.9408  0.3299 
   00159    0.4278   -2766.6835  0.3311 
   00160    0.4100   -2761.1100  0.3340 
   00161    0.3944   -2811.6472  0.3296 
   00162    0.3922   -2814.2513  0.3446 
   00163    0.4178   -2812.6771  0.3493 
   00164    0.4167   -2829.3504  0.3582 
   00165    0.4000   -2812.3118  0.3637 
   00166    0.4078   -2850.5285  0.3648 
   00167    0.4256   -2831.9330  0.3752 
   00168    0.4033   -2817.4424  0.3729 
   00169    0.3933   -2807.0613  0.3820 
   00170    0.4289   -2835.4328  0.3884 
   00171    0.3822   -2855.6822  0.3787 
   00172    0.4011   -2818.9038  0.3639 
   00173    0.3956   -2826.6031  0.3727 
   00174    0.3833   -2819.7318  0.3702 
   00175    0.3711   -2841.5037  0.3881 
   00176    0.4178   -2806.7391  0.3831 
   00177    0.4022   -2812.9641  0.3882 
   00178    0.3756   -2834.7850  0.3963 
   00179    0.4278   -2829.8169  0.3933 
   00180    0.4389   -2824.5138  0.3947 
   00181    0.3956   -2822.9388  0.3963 
   00182    0.4144   -2797.8187  0.4026 
   00183    0.3978   -2815.9706  0.4054 
   00184    0.3978   -2798.1779  0.4046 
   00185    0.3911   -2833.8155  0.3927 
   00186    0.4167   -2856.8067  0.3884 
   00187    0.4111   -2861.1414  0.3937 
   00188    0.4022   -2812.6553  0.3890 
   00189    0.3833   -2791.3550  0.3923 
   00190    0.4278   -2791.2573  0.4051 
   00191    0.4244   -2819.5797  0.4083 
   00192    0.4256   -2788.6135  0.4133 
   00193    0.3978   -2815.8460  0.3974 
   00194    0.4044   -2782.9214  0.3794 
   00195    0.3922   -2809.1248  0.3915 
   00196    0.4089   -2790.3385  0.3909 
   00197    0.4078   -2805.8781  0.3771 
   00198    0.4322   -2795.8160  0.3888 
   00199    0.3933   -2747.5544  0.3948 
   00200    0.3967   -2730.5171  0.3894 
   00201    0.3956   -2756.5767  0.3907 
   00202    0.4300   -2771.5295  0.4020 
   00203    0.4244   -2847.0990  0.4041 
   00204    0.4078   -2844.7786  0.4066 
