#=====================================================
# File created:        Sun-15-Feb-2026-at-03-45-54PM
# Size of lattice:     60x60
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        27.701692
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -3618.1967  0.2562 
   00001    0.6828   -5418.7213  0.2570 
   00002    0.6189   -6352.7099  0.2577 
   00003    0.5800   -7186.2915  0.2757 
   00004    0.5386   -7786.4799  0.2851 
   00005    0.5328   -8157.2633  0.2844 
   00006    0.5156   -8444.2484  0.2907 
   00007    0.5042   -8710.9720  0.2964 
   00008    0.4850   -8917.5083  0.3011 
   00009    0.4828   -9188.3206  0.3074 
   00010    0.4681   -9309.5006  0.3039 
   00011    0.4803   -9538.4545  0.3080 
   00012    0.4633   -9664.7712  0.3092 
   00013    0.4683   -9746.7069  0.3039 
   00014    0.4414   -9975.4293  0.3004 
   00015    0.4392   -9997.3316  0.2990 
   00016    0.4417  -10110.7393  0.3004 
   00017    0.4508  -10080.1915  0.3042 
   00018    0.4433  -10109.8076  0.2981 
   00019    0.4361  -10122.9824  0.3007 
   00020    0.4472  -10272.9756  0.3001 
   00021    0.4544  -10343.8692  0.2991 
   00022    0.4506  -10317.7436  0.3020 
   00023    0.4383  -10339.3090  0.3013 
   00024    0.4444  -10418.2382  0.2983 
   00025    0.4358  -10385.6227  0.3012 
   00026    0.4350  -10307.5251  0.3002 
   00027    0.4375  -10385.9318  0.2930 
   00028    0.4403  -10436.3523  0.2967 
   00029    0.4331  -10451.6806  0.2964 
   00030    0.4244  -10516.7505  0.2990 
   00031    0.4447  -10556.2614  0.2970 
   00032    0.4314  -10565.0146  0.3050 
   00033    0.4281  -10554.4394  0.3097 
   00034    0.4244  -10568.3676  0.3105 
   00035    0.4144  -10580.0109  0.3127 
   00036    0.4281  -10644.0301  0.3208 
   00037    0.4289  -10738.2529  0.3216 
   00038    0.4183  -10801.3570  0.3266 
   00039    0.4253  -10761.8163  0.3268 
   00040    0.4094  -10730.9743  0.3305 
