#=====================================================
# File created:        Sun-15-Feb-2026-at-03-43-03PM
# Size of lattice:     30x30
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        7.567945
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -800.1762  0.2695 
   00001    0.7089   -1230.4933  0.2847 
   00002    0.6289   -1533.8543  0.3004 
   00003    0.5900   -1733.5164  0.2888 
   00004    0.5733   -1954.5052  0.3054 
   00005    0.5311   -2047.8153  0.3188 
   00006    0.4844   -2114.6186  0.3315 
   00007    0.5289   -2148.1863  0.3543 
   00008    0.4933   -2199.5393  0.3612 
   00009    0.5244   -2307.0436  0.3941 
   00010    0.4967   -2339.9177  0.3961 
   00011    0.4567   -2399.6498  0.3964 
   00012    0.4822   -2430.2496  0.3970 
   00013    0.4500   -2427.4556  0.3985 
   00014    0.4122   -2453.8453  0.3970 
   00015    0.4467   -2498.7614  0.4056 
   00016    0.4433   -2517.7063  0.4118 
   00017    0.4289   -2529.5015  0.4195 
   00018    0.4844   -2540.4080  0.4323 
   00019    0.4578   -2587.5553  0.4312 
   00020    0.4100   -2607.3506  0.4327 
   00021    0.4422   -2595.9235  0.4337 
   00022    0.4433   -2595.3446  0.4399 
   00023    0.4178   -2610.7828  0.4219 
   00024    0.4156   -2603.1845  0.4259 
   00025    0.4400   -2630.2042  0.4146 
   00026    0.4522   -2604.3663  0.4250 
   00027    0.4689   -2622.3420  0.4439 
   00028    0.4500   -2615.2007  0.4415 
   00029    0.4400   -2639.3738  0.4634 
   00030    0.4200   -2634.3787  0.4796 
   00031    0.4256   -2599.3017  0.4635 
   00032    0.4444   -2650.5361  0.4685 
   00033    0.4267   -2661.7849  0.4857 
   00034    0.4033   -2705.5008  0.4930 
   00035    0.4433   -2720.3214  0.4811 
   00036    0.4044   -2728.7567  0.4800 
   00037    0.4200   -2716.7237  0.4763 
   00038    0.4156   -2730.3458  0.4760 
   00039    0.3933   -2727.2873  0.4806 
   00040    0.4311   -2723.5350  0.4833 
   00041    0.4167   -2687.7314  0.4857 
   00042    0.4333   -2691.4551  0.4819 
   00043    0.4289   -2759.6741  0.4753 
   00044    0.4011   -2769.3436  0.4763 
   00045    0.3911   -2788.7568  0.4719 
   00046    0.4178   -2812.9269  0.4661 
   00047    0.4267   -2777.1334  0.4768 
   00048    0.4200   -2801.3568  0.4674 
   00049    0.4078   -2797.3987  0.4717 
   00050    0.3967   -2789.4821  0.4647 
   00051    0.4122   -2789.8234  0.4709 
   00052    0.4044   -2821.5391  0.4802 
   00053    0.4178   -2802.6770  0.4702 
   00054    0.3922   -2806.9893  0.4775 
   00055    0.4100   -2779.8803  0.4771 
   00056    0.4300   -2768.2654  0.4600 
   00057    0.4300   -2746.5913  0.4589 
   00058    0.3967   -2759.5014  0.4598 
   00059    0.4200   -2763.6818  0.4683 
   00060    0.4089   -2750.1759  0.4756 
   00061    0.3933   -2778.6630  0.4887 
   00062    0.3978   -2755.8790  0.4945 
   00063    0.4156   -2797.4426  0.5108 
   00064    0.4133   -2785.4998  0.5182 
   00065    0.3933   -2756.8777  0.5199 
   00066    0.4267   -2732.4938  0.5151 
   00067    0.4344   -2729.7391  0.5115 
   00068    0.4278   -2713.3752  0.5216 
   00069    0.4422   -2734.2327  0.5268 
   00070    0.4211   -2722.9918  0.5212 
   00071    0.4167   -2766.6840  0.5293 
   00072    0.4100   -2806.9059  0.5264 
   00073    0.4067   -2783.6494  0.5239 
   00074    0.4511   -2785.0569  0.5382 
   00075    0.4178   -2801.0996  0.5375 
   00076    0.4067   -2816.1997  0.5439 
   00077    0.3778   -2855.2387  0.5481 
   00078    0.3800   -2864.0169  0.5501 
   00079    0.4156   -2842.6700  0.5477 
   00080    0.3911   -2844.6439  0.5520 
   00081    0.3811   -2822.0029  0.5473 
   00082    0.4489   -2858.6782  0.5464 
   00083    0.4267   -2883.0496  0.5394 
   00084    0.4078   -2867.2165  0.5365 
   00085    0.4078   -2840.4143  0.5228 
   00086    0.3944   -2810.8809  0.5265 
   00087    0.4489   -2847.6211  0.5439 
   00088    0.3867   -2838.2250  0.5414 
   00089    0.3911   -2813.5879  0.5384 
   00090    0.4167   -2829.5135  0.5555 
   00091    0.3933   -2848.9951  0.5594 
   00092    0.4133   -2837.4096  0.5613 
   00093    0.4167   -2885.6055  0.5665 
   00094    0.3978   -2855.2097  0.5556 
   00095    0.4022   -2828.8623  0.5487 
   00096    0.3789   -2815.2945  0.5487 
   00097    0.4111   -2832.8321  0.5574 
   00098    0.4056   -2844.2258  0.5631 
   00099    0.4211   -2864.0034  0.5658 
   00100    0.3789   -2866.3838  0.5720 
   00101    0.4200   -2884.2802  0.5722 
   00102    0.4022   -2863.2200  0.5712 
   00103    0.3933   -2866.6180  0.5705 
   00104    0.3678   -2881.6989  0.5838 
   00105    0.3989   -2899.3781  0.5985 
   00106    0.4133   -2889.3086  0.6013 
   00107    0.4256   -2875.1784  0.5976 
   00108    0.4078   -2886.4728  0.6112 
   00109    0.4300   -2884.9768  0.6086 
   00110    0.3944   -2845.5782  0.6096 
   00111    0.3867   -2843.9340  0.5971 
