#=====================================================
# File created:        Sat-14-Feb-2026-at-04-05-14PM
# Size of lattice:     40x40
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        28.423108
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1553.9911  0.2766 
   00001    0.6787   -2338.4569  0.2811 
   00002    0.6119   -2869.3668  0.3111 
   00003    0.5781   -3077.7887  0.3195 
   00004    0.5663   -3417.2841  0.3465 
   00005    0.5194   -3609.8507  0.3556 
   00006    0.5150   -3766.6863  0.3691 
   00007    0.4656   -3947.7841  0.3710 
   00008    0.4981   -4072.5619  0.3644 
   00009    0.4744   -4151.6596  0.3776 
   00010    0.4819   -4254.6855  0.3738 
   00011    0.4675   -4293.3417  0.3831 
   00012    0.4650   -4304.2378  0.3880 
   00013    0.4500   -4378.6610  0.3863 
   00014    0.4575   -4393.0830  0.3862 
   00015    0.4469   -4424.9850  0.3954 
   00016    0.4500   -4392.6111  0.3939 
   00017    0.4375   -4409.5789  0.4001 
   00018    0.4319   -4475.2485  0.4062 
   00019    0.4688   -4462.2057  0.4099 
   00020    0.4556   -4500.9006  0.4137 
   00021    0.4619   -4571.8839  0.4257 
   00022    0.4300   -4590.6288  0.4202 
   00023    0.4325   -4619.0897  0.4268 
   00024    0.4387   -4629.6396  0.4274 
   00025    0.4263   -4611.3563  0.4335 
   00026    0.4437   -4653.3340  0.4313 
   00027    0.4256   -4652.4664  0.4398 
   00028    0.4194   -4695.1013  0.4447 
   00029    0.4263   -4705.1227  0.4401 
   00030    0.4338   -4727.2495  0.4500 
   00031    0.4062   -4718.8226  0.4554 
   00032    0.4225   -4724.7293  0.4544 
   00033    0.4319   -4717.7596  0.4606 
   00034    0.4356   -4705.4127  0.4683 
   00035    0.4113   -4735.4840  0.4835 
   00036    0.4319   -4747.1665  0.4855 
   00037    0.4088   -4767.6101  0.4887 
   00038    0.4269   -4759.1142  0.4792 
   00039    0.4294   -4765.2986  0.4822 
   00040    0.4219   -4787.2808  0.4858 
   00041    0.4119   -4806.5386  0.4910 
   00042    0.4375   -4859.9930  0.4938 
   00043    0.4325   -4827.8966  0.4917 
   00044    0.4356   -4814.1746  0.4929 
   00045    0.4412   -4826.9935  0.4894 
   00046    0.4225   -4806.1610  0.4915 
   00047    0.4313   -4865.6881  0.4976 
   00048    0.4219   -4850.9608  0.5008 
   00049    0.4294   -4873.6448  0.5158 
   00050    0.4194   -4893.2529  0.5289 
   00051    0.3937   -4926.1315  0.5432 
   00052    0.4200   -4878.8752  0.5407 
   00053    0.4150   -4893.9597  0.5634 
   00054    0.4219   -4881.6658  0.5660 
   00055    0.4194   -4937.4922  0.5654 
   00056    0.4012   -4953.7472  0.5671 
   00057    0.4019   -4944.0312  0.5693 
   00058    0.4194   -4939.2048  0.5678 
   00059    0.4119   -4938.7496  0.5654 
   00060    0.4156   -4986.5082  0.5711 
   00061    0.4019   -4961.4895  0.5736 
   00062    0.4250   -4926.4536  0.5731 
   00063    0.3969   -4954.4617  0.5742 
   00064    0.4275   -4912.2120  0.5759 
   00065    0.4356   -4892.8115  0.5843 
   00066    0.4100   -4860.1205  0.5905 
   00067    0.4275   -4911.7097  0.6019 
   00068    0.3981   -4936.4690  0.6013 
   00069    0.4375   -4969.4381  0.6035 
   00070    0.4081   -4946.5595  0.6024 
   00071    0.4069   -4976.1520  0.6063 
   00072    0.4206   -4961.5649  0.6112 
   00073    0.3969   -4965.5026  0.6157 
   00074    0.4206   -4956.1027  0.6220 
   00075    0.4062   -4986.1778  0.6237 
   00076    0.4213   -4995.5455  0.6280 
   00077    0.3887   -5025.7586  0.6303 
   00078    0.4056   -4962.5351  0.6221 
   00079    0.3975   -4974.6073  0.6273 
   00080    0.4088   -4982.1750  0.6264 
   00081    0.4069   -5002.3187  0.6349 
   00082    0.4062   -5014.0343  0.6371 
   00083    0.3944   -4951.9180  0.6395 
   00084    0.4131   -4952.1366  0.6405 
   00085    0.3850   -4941.6415  0.6331 
   00086    0.4025   -4934.7401  0.6309 
   00087    0.3912   -4979.6364  0.6277 
   00088    0.3925   -5007.8450  0.6319 
   00089    0.3856   -4979.8844  0.6380 
   00090    0.3937   -4996.2602  0.6347 
   00091    0.3912   -5007.2266  0.6359 
   00092    0.4150   -5034.9305  0.6327 
   00093    0.4113   -5027.2659  0.6374 
   00094    0.4219   -4954.7084  0.6368 
   00095    0.3875   -4973.9653  0.6405 
   00096    0.3937   -4973.7849  0.6293 
   00097    0.3912   -4993.9790  0.6224 
   00098    0.3725   -4970.5053  0.6212 
   00099    0.4062   -4961.5103  0.6259 
   00100    0.4194   -4949.4058  0.6247 
   00101    0.4144   -4990.6704  0.6231 
   00102    0.4138   -5025.7826  0.6248 
   00103    0.4231   -4943.0746  0.6248 
   00104    0.4188   -4945.3278  0.6240 
   00105    0.4000   -4960.4317  0.6238 
   00106    0.4056   -5042.4075  0.6270 
   00107    0.3919   -5004.0320  0.6272 
   00108    0.4094   -4963.3777  0.6229 
   00109    0.4062   -4999.0400  0.6257 
   00110    0.4119   -5011.6343  0.6270 
   00111    0.4106   -4994.3619  0.6184 
   00112    0.4069   -5017.7823  0.6185 
   00113    0.3912   -5049.5455  0.6154 
   00114    0.3975   -5078.5163  0.6219 
   00115    0.4238   -4997.1320  0.6277 
   00116    0.4150   -5016.5319  0.6316 
   00117    0.4075   -5038.3240  0.6258 
   00118    0.4094   -4994.4651  0.6304 
   00119    0.4031   -4957.6084  0.6305 
   00120    0.4012   -4982.4078  0.6252 
   00121    0.4200   -5036.6490  0.6360 
   00122    0.4088   -5038.5012  0.6405 
   00123    0.4062   -5072.0062  0.6539 
   00124    0.3869   -5105.7071  0.6582 
   00125    0.3962   -5093.1571  0.6571 
   00126    0.3906   -5103.9194  0.6590 
   00127    0.4131   -5142.9637  0.6693 
   00128    0.3856   -5112.0667  0.6749 
   00129    0.4006   -5115.2589  0.6828 
   00130    0.4094   -5110.4502  0.6808 
   00131    0.4081   -5119.0758  0.6839 
   00132    0.3750   -5176.7777  0.6859 
   00133    0.3931   -5169.9116  0.6857 
   00134    0.3925   -5117.6028  0.6824 
   00135    0.3969   -5117.6436  0.6838 
   00136    0.4238   -5125.9105  0.6822 
   00137    0.4044   -5104.7107  0.6786 
   00138    0.3937   -5138.0146  0.6664 
   00139    0.4256   -5149.6400  0.6730 
   00140    0.3856   -5133.6085  0.6669 
   00141    0.3812   -5133.1329  0.6668 
   00142    0.4113   -5112.5296  0.6645 
   00143    0.3906   -5111.5543  0.6652 
   00144    0.3844   -5104.4421  0.6644 
   00145    0.4181   -5073.3095  0.6592 
   00146    0.3925   -5063.5919  0.6614 
   00147    0.4150   -5082.7387  0.6702 
   00148    0.4156   -5094.7893  0.6752 
   00149    0.4163   -5066.3180  0.6677 
   00150    0.3950   -5112.9775  0.6816 
   00151    0.3950   -5111.0011  0.6861 
   00152    0.3787   -5098.3557  0.6871 
   00153    0.4062   -5097.1126  0.6867 
   00154    0.4363   -5050.7825  0.6804 
   00155    0.4000   -5068.9790  0.6859 
   00156    0.4375   -5057.6416  0.6818 
   00157    0.4050   -5012.5697  0.6754 
   00158    0.4094   -5064.6689  0.6771 
   00159    0.3812   -5065.6457  0.6807 
   00160    0.4037   -5037.1470  0.6823 
   00161    0.4100   -4947.4955  0.6850 
   00162    0.4094   -4966.7288  0.6879 
   00163    0.4319   -4983.2151  0.6885 
   00164    0.3906   -5000.4595  0.6884 
   00165    0.4200   -5014.1154  0.6883 
   00166    0.3800   -4969.1564  0.6925 
   00167    0.4019   -4983.7233  0.6994 
   00168    0.4294   -5021.0833  0.6984 
   00169    0.4175   -5072.9214  0.7041 
   00170    0.3975   -5064.1106  0.7035 
   00171    0.4050   -5106.3304  0.7065 
   00172    0.4144   -5127.0753  0.7062 
   00173    0.4188   -5122.8733  0.7071 
   00174    0.4031   -5092.5024  0.7069 
   00175    0.4113   -5071.7952  0.7152 
   00176    0.4019   -5109.6006  0.7196 
   00177    0.4012   -5093.6397  0.7199 
   00178    0.4094   -5069.0754  0.7207 
   00179    0.3919   -5044.2406  0.7158 
   00180    0.4131   -5099.4419  0.7224 
   00181    0.3875   -5111.4565  0.7260 
   00182    0.3894   -5120.1827  0.7270 
   00183    0.3819   -5100.4993  0.7235 
   00184    0.4219   -5067.7847  0.7240 
   00185    0.3900   -5111.2432  0.7230 
