#=====================================================
# File created:        Mon-16-Feb-2026-at-01-50-05PM
# Size of lattice:     30x30
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        10.391103
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -856.7727  0.2689 
   00001    0.6733   -1365.9087  0.2659 
   00002    0.5933   -1627.3535  0.2845 
   00003    0.5811   -1761.9730  0.2766 
   00004    0.5644   -1908.4665  0.2902 
   00005    0.5189   -2040.3173  0.3051 
   00006    0.4967   -2111.2192  0.3138 
   00007    0.4744   -2202.8086  0.3177 
   00008    0.4856   -2226.7927  0.3214 
   00009    0.4733   -2265.2602  0.3290 
   00010    0.4567   -2306.3286  0.3464 
   00011    0.4322   -2322.8148  0.3553 
   00012    0.4611   -2323.6923  0.3455 
   00013    0.4989   -2341.4268  0.3422 
   00014    0.4744   -2428.2547  0.3422 
   00015    0.4456   -2497.1318  0.3301 
   00016    0.4889   -2489.3558  0.3282 
   00017    0.4378   -2500.8697  0.3418 
   00018    0.4344   -2531.3292  0.3549 
   00019    0.4200   -2560.7619  0.3693 
   00020    0.4489   -2548.2057  0.3767 
   00021    0.4200   -2561.0655  0.3880 
   00022    0.4344   -2581.1080  0.3950 
   00023    0.4400   -2574.7578  0.3940 
   00024    0.4256   -2601.7405  0.3909 
   00025    0.4122   -2614.2901  0.3908 
   00026    0.4211   -2608.7943  0.3921 
   00027    0.4422   -2605.6235  0.3846 
   00028    0.4311   -2587.1112  0.3875 
   00029    0.4367   -2631.0789  0.3894 
   00030    0.4044   -2664.9600  0.3864 
   00031    0.4289   -2674.5115  0.3884 
   00032    0.4444   -2674.3124  0.3740 
   00033    0.4133   -2644.4906  0.3873 
   00034    0.3956   -2640.4446  0.3754 
   00035    0.4100   -2696.2807  0.3705 
   00036    0.4011   -2683.7596  0.3894 
   00037    0.4222   -2690.7924  0.3985 
   00038    0.4389   -2711.0492  0.3983 
   00039    0.4078   -2712.6720  0.4036 
   00040    0.4267   -2728.3834  0.4056 
   00041    0.4244   -2703.3596  0.4007 
   00042    0.4267   -2711.8548  0.4143 
   00043    0.4089   -2729.1135  0.4132 
   00044    0.4333   -2705.6592  0.4187 
   00045    0.4444   -2714.1136  0.4173 
   00046    0.4311   -2712.3277  0.4199 
   00047    0.4311   -2724.2759  0.4205 
   00048    0.4256   -2695.5360  0.4231 
   00049    0.3900   -2676.9449  0.4231 
   00050    0.4033   -2654.3300  0.4240 
   00051    0.4056   -2640.2196  0.4268 
   00052    0.4133   -2647.1522  0.4020 
   00053    0.4233   -2648.3851  0.3921 
   00054    0.4189   -2680.9400  0.3939 
   00055    0.3889   -2672.1490  0.3896 
   00056    0.4267   -2639.3827  0.4005 
   00057    0.4444   -2659.5255  0.3861 
   00058    0.3978   -2654.8251  0.3843 
   00059    0.4278   -2665.1118  0.3878 
   00060    0.4267   -2708.5520  0.3980 
   00061    0.4067   -2717.8286  0.3956 
   00062    0.4222   -2724.7873  0.4025 
   00063    0.4256   -2733.0084  0.4077 
   00064    0.4144   -2695.4852  0.3994 
   00065    0.4311   -2723.8894  0.4014 
   00066    0.4478   -2725.0709  0.3849 
   00067    0.4144   -2719.7399  0.3792 
   00068    0.4022   -2718.5601  0.3808 
   00069    0.4267   -2740.2916  0.4067 
   00070    0.4222   -2700.1243  0.4008 
