#=====================================================
# File created:        Fri-13-Feb-2026-at-12-55-51PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.800
# Run time (s):        12.986801
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -446.0971  0.2825 
   00001    0.6900    -618.7119  0.3059 
   00002    0.6025    -721.1849  0.3154 
   00003    0.5375    -806.1124  0.3487 
   00004    0.5600    -836.5118  0.3540 
   00005    0.4925    -876.2740  0.3558 
   00006    0.4925    -910.4617  0.3479 
   00007    0.5050    -908.3076  0.3357 
   00008    0.5150    -934.4059  0.3275 
   00009    0.5150    -946.0915  0.3132 
   00010    0.5250    -957.7918  0.3303 
   00011    0.4550    -951.8696  0.3514 
   00012    0.4650    -960.5996  0.3586 
   00013    0.4650    -958.8782  0.3667 
   00014    0.5075    -956.2618  0.3754 
   00015    0.4900    -981.3057  0.3915 
   00016    0.5150    -980.9328  0.4294 
   00017    0.4700   -1018.4192  0.4371 
   00018    0.5150   -1027.8377  0.4441 
   00019    0.4600   -1019.6660  0.4160 
   00020    0.4450    -990.1878  0.4012 
   00021    0.4500   -1030.2499  0.4152 
   00022    0.4175    -989.6140  0.4205 
   00023    0.5025    -980.0707  0.3979 
   00024    0.4975    -973.3844  0.3989 
   00025    0.4850    -996.9251  0.3891 
   00026    0.4675   -1026.6936  0.4023 
   00027    0.4900   -1044.3153  0.3873 
   00028    0.4725   -1054.6379  0.3934 
   00029    0.4575   -1073.5367  0.4206 
   00030    0.4375   -1085.3673  0.4148 
   00031    0.4450   -1101.3293  0.4294 
   00032    0.4450   -1083.6176  0.4496 
   00033    0.4300   -1088.2657  0.4653 
   00034    0.4550   -1109.3378  0.4810 
   00035    0.4450   -1123.0384  0.4928 
   00036    0.4425   -1114.8042  0.4970 
   00037    0.4350   -1099.4149  0.4762 
   00038    0.4450   -1108.3096  0.4604 
   00039    0.3950   -1093.3425  0.4680 
   00040    0.4600   -1078.9969  0.4596 
   00041    0.4400   -1091.6199  0.4436 
   00042    0.4475   -1087.0583  0.4450 
   00043    0.4525   -1081.4395  0.4419 
   00044    0.4825   -1069.2211  0.4486 
   00045    0.4800   -1092.2937  0.4355 
   00046    0.4175   -1090.0359  0.4333 
   00047    0.4250   -1099.1195  0.4533 
   00048    0.4325   -1087.2123  0.4891 
   00049    0.4450   -1086.6895  0.4923 
   00050    0.4625   -1098.6147  0.4785 
   00051    0.4925   -1095.5302  0.4882 
   00052    0.4550   -1122.5799  0.5169 
   00053    0.4100   -1103.1841  0.4986 
   00054    0.4575   -1100.6172  0.4732 
   00055    0.4800   -1081.1388  0.4645 
   00056    0.4975   -1095.0724  0.4548 
   00057    0.4200   -1080.5077  0.4217 
   00058    0.4375   -1079.5602  0.4149 
   00059    0.4400   -1061.0770  0.4134 
   00060    0.4325   -1039.7625  0.4003 
   00061    0.4600   -1073.7125  0.3886 
   00062    0.4550   -1092.6423  0.4061 
   00063    0.4200   -1095.8567  0.4136 
   00064    0.4550   -1086.4892  0.4076 
   00065    0.4750   -1097.7437  0.3933 
   00066    0.4200   -1101.4642  0.3908 
   00067    0.4100   -1107.5716  0.3680 
   00068    0.4650   -1129.5675  0.3586 
   00069    0.4250   -1137.9604  0.3656 
   00070    0.3850   -1125.0980  0.3784 
   00071    0.4150   -1119.3067  0.4015 
   00072    0.3900   -1099.9357  0.4137 
   00073    0.4200   -1127.2093  0.4160 
   00074    0.4300   -1133.7438  0.4245 
   00075    0.4375   -1173.5730  0.4343 
   00076    0.3950   -1138.4373  0.4377 
   00077    0.3875   -1129.7021  0.4102 
   00078    0.4025   -1102.6183  0.4202 
   00079    0.4175   -1117.8961  0.4215 
   00080    0.4275   -1096.9547  0.4140 
   00081    0.4275   -1092.6852  0.3983 
   00082    0.4375   -1150.8033  0.3997 
   00083    0.4025   -1132.7604  0.3740 
   00084    0.4050   -1110.8513  0.3674 
   00085    0.4250   -1082.9174  0.3338 
   00086    0.4350   -1092.7093  0.3538 
   00087    0.4025   -1062.8967  0.3644 
   00088    0.4425   -1050.3792  0.3570 
   00089    0.4400   -1062.8384  0.3587 
   00090    0.4525   -1047.3998  0.3651 
   00091    0.4350   -1039.8324  0.3870 
   00092    0.4425   -1047.9653  0.3967 
   00093    0.3950   -1009.0240  0.3746 
   00094    0.4450    -991.7518  0.3734 
   00095    0.4875    -987.2965  0.3816 
   00096    0.4500   -1016.1934  0.3726 
   00097    0.4825   -1050.3675  0.3800 
   00098    0.4300   -1038.3865  0.3628 
   00099    0.4425   -1091.1549  0.3665 
   00100    0.4400   -1076.3332  0.3818 
   00101    0.4575   -1054.6489  0.3983 
   00102    0.4825   -1044.4543  0.4054 
   00103    0.4750   -1055.3814  0.4278 
   00104    0.4875   -1084.9681  0.4292 
   00105    0.4400   -1089.0637  0.3766 
   00106    0.4550   -1082.3623  0.3772 
   00107    0.4375   -1083.8717  0.3897 
   00108    0.4350   -1065.7871  0.4126 
   00109    0.4650   -1065.9185  0.4144 
   00110    0.3850   -1083.5964  0.4155 
   00111    0.4550   -1080.2803  0.3835 
   00112    0.4550   -1112.4167  0.3867 
   00113    0.4150   -1118.6676  0.3634 
   00114    0.4575   -1103.8238  0.3613 
   00115    0.4250   -1104.9793  0.3724 
   00116    0.4300   -1085.8276  0.3847 
   00117    0.4175   -1096.5632  0.4056 
   00118    0.4100   -1094.2965  0.4036 
   00119    0.4400   -1080.0725  0.3902 
   00120    0.4575   -1097.3137  0.4096 
   00121    0.4150   -1090.8379  0.3898 
   00122    0.4150   -1063.8921  0.4023 
   00123    0.4175   -1080.5129  0.3933 
   00124    0.4850   -1073.6183  0.4025 
   00125    0.4275   -1076.4907  0.4296 
   00126    0.4125   -1110.9173  0.4143 
   00127    0.4400   -1139.7540  0.4114 
   00128    0.4125   -1149.2757  0.4313 
   00129    0.4275   -1160.0861  0.4448 
   00130    0.4350   -1147.4128  0.4582 
   00131    0.4650   -1108.0907  0.4418 
   00132    0.4600   -1074.1674  0.4466 
   00133    0.4325   -1062.6614  0.4308 
   00134    0.4275   -1092.3319  0.4279 
   00135    0.4225   -1072.6804  0.4310 
   00136    0.4625   -1085.4238  0.4274 
   00137    0.4575   -1085.8634  0.4151 
   00138    0.4750   -1083.3860  0.4367 
   00139    0.4800   -1058.3735  0.4512 
   00140    0.4475   -1103.0246  0.4566 
   00141    0.4525   -1097.8492  0.4451 
   00142    0.3975   -1079.6966  0.4469 
   00143    0.4275   -1091.1811  0.4309 
   00144    0.4100   -1119.6156  0.4594 
   00145    0.4125   -1097.1804  0.4522 
   00146    0.4100   -1102.1106  0.4466 
   00147    0.3875   -1102.3970  0.4471 
   00148    0.4450   -1159.0854  0.4891 
   00149    0.4050   -1162.2372  0.4888 
   00150    0.4050   -1140.7047  0.4992 
   00151    0.3900   -1154.9969  0.5068 
   00152    0.4275   -1136.1199  0.4901 
   00153    0.3875   -1138.1519  0.5017 
   00154    0.4100   -1130.7341  0.4797 
   00155    0.4275   -1160.9800  0.4967 
   00156    0.4250   -1111.9407  0.5058 
   00157    0.4725   -1097.0095  0.5150 
   00158    0.4125   -1121.4162  0.5256 
   00159    0.4600   -1105.9373  0.5327 
   00160    0.4675   -1109.3761  0.5520 
   00161    0.4350   -1119.3685  0.5522 
   00162    0.4425   -1127.2567  0.5545 
   00163    0.4225   -1117.2131  0.5482 
   00164    0.4425   -1091.6477  0.5609 
   00165    0.3700   -1080.5521  0.5510 
   00166    0.4600   -1092.3765  0.5642 
   00167    0.4150   -1093.2909  0.5750 
   00168    0.4725   -1070.3612  0.5605 
   00169    0.4600   -1094.2726  0.5852 
   00170    0.4300   -1078.6284  0.5776 
   00171    0.4250   -1104.3148  0.5951 
   00172    0.4925   -1093.1341  0.5924 
   00173    0.4250   -1094.6014  0.6093 
   00174    0.4425   -1082.8548  0.6038 
   00175    0.4650   -1069.8568  0.6261 
   00176    0.4550   -1072.8561  0.6360 
   00177    0.4650   -1077.8334  0.6432 
   00178    0.4200   -1082.2618  0.6371 
   00179    0.4250   -1082.8015  0.6323 
   00180    0.4475   -1102.3565  0.6368 
   00181    0.4675   -1122.1914  0.6482 
   00182    0.4075   -1136.9203  0.6535 
   00183    0.3850   -1133.4293  0.6420 
   00184    0.4125   -1127.9863  0.6080 
   00185    0.4250   -1096.5892  0.5768 
   00186    0.4275   -1109.1668  0.5964 
   00187    0.4375   -1115.9010  0.5958 
   00188    0.4325   -1143.2315  0.6305 
   00189    0.4150   -1129.7528  0.5819 
   00190    0.3975   -1110.6821  0.5864 
   00191    0.4225   -1122.4183  0.5831 
   00192    0.4050   -1117.9733  0.5956 
   00193    0.4450   -1110.9440  0.6155 
   00194    0.3800   -1107.9877  0.5958 
   00195    0.4550   -1089.7708  0.5919 
   00196    0.4300   -1077.8025  0.5920 
   00197    0.4675   -1092.9651  0.5799 
   00198    0.4550   -1078.6180  0.6055 
   00199    0.4450   -1099.0682  0.6062 
   00200    0.4650   -1082.5777  0.5936 
   00201    0.4700   -1059.9251  0.5790 
