#=====================================================
# File created:        Fri-13-Feb-2026-at-12-31-38PM
# Size of lattice:     20x20
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        1.009044
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -434.9789  0.3120 
   00001    0.6850    -588.5131  0.3125 
   00002    0.6425    -698.1160  0.2983 
   00003    0.5975    -759.8771  0.2718 
   00004    0.5425    -829.3319  0.2913 
   00005    0.5400    -888.0300  0.3080 
   00006    0.5525    -895.7911  0.3415 
   00007    0.5350    -926.5424  0.3318 
   00008    0.5100    -928.0595  0.3220 
   00009    0.5000    -964.5691  0.3374 
   00010    0.4675   -1023.2804  0.3549 
   00011    0.4725   -1047.9693  0.3574 
   00012    0.4800   -1071.6105  0.3581 
   00013    0.4900   -1066.1060  0.3588 
   00014    0.4375   -1051.5828  0.3665 
   00015    0.4425   -1051.4128  0.3545 
   00016    0.4575   -1076.6622  0.3614 
   00017    0.4800   -1049.9522  0.3276 
   00018    0.4450   -1056.3557  0.3235 
   00019    0.4550   -1051.6716  0.3424 
   00020    0.5000   -1052.6292  0.3327 
   00021    0.5025   -1087.0327  0.3478 
   00022    0.4675   -1112.4722  0.3335 
   00023    0.4550   -1111.6958  0.3371 
   00024    0.4150   -1149.0251  0.3299 
   00025    0.3875   -1133.5611  0.3380 
   00026    0.4250   -1150.7940  0.3448 
   00027    0.4500   -1148.6347  0.3316 
   00028    0.4075   -1165.8397  0.3307 
   00029    0.4200   -1153.5207  0.3525 
   00030    0.4150   -1161.3782  0.3484 
   00031    0.3950   -1157.3134  0.3463 
   00032    0.4350   -1146.6047  0.3491 
   00033    0.4375   -1155.1478  0.3472 
   00034    0.4350   -1188.4543  0.3389 
   00035    0.4500   -1172.3557  0.3566 
   00036    0.4225   -1157.1237  0.3349 
   00037    0.4250   -1174.6540  0.3388 
   00038    0.4050   -1161.5773  0.3270 
   00039    0.4400   -1171.3511  0.3235 
   00040    0.4550   -1153.7883  0.3162 
   00041    0.4525   -1158.0608  0.3300 
   00042    0.4450   -1157.3865  0.3275 
   00043    0.4575   -1162.1315  0.3251 
   00044    0.3925   -1182.4484  0.3251 
   00045    0.4050   -1156.4556  0.3247 
   00046    0.4350   -1167.1637  0.3296 
   00047    0.4200   -1171.0390  0.3521 
   00048    0.4100   -1171.9850  0.3528 
   00049    0.3975   -1183.3460  0.3563 
   00050    0.4450   -1187.3034  0.3676 
