#=====================================================
# File created:        Fri-13-Feb-2026-at-12-54-04PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.300
# Run time (s):        13.543431
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -365.7137  0.2846 
   00001    0.6675    -529.0974  0.2944 
   00002    0.6250    -625.8366  0.3078 
   00003    0.6325    -741.3207  0.3210 
   00004    0.6550    -840.3665  0.3257 
   00005    0.6175    -887.2203  0.3364 
   00006    0.5350    -949.0634  0.3575 
   00007    0.5950    -991.2760  0.3615 
   00008    0.5425   -1042.7144  0.3824 
   00009    0.4875   -1081.0770  0.3985 
   00010    0.5725   -1101.9463  0.4211 
   00011    0.5250   -1141.4922  0.4414 
   00012    0.5050   -1166.9235  0.4468 
   00013    0.5300   -1181.7525  0.4551 
   00014    0.5200   -1204.3965  0.4625 
   00015    0.4925   -1214.6403  0.4714 
   00016    0.5175   -1228.3290  0.4771 
   00017    0.4375   -1231.8860  0.4771 
   00018    0.4525   -1242.4827  0.5016 
   00019    0.4500   -1253.8916  0.5058 
   00020    0.4850   -1261.5315  0.5144 
   00021    0.4550   -1256.3577  0.5162 
   00022    0.4775   -1269.7391  0.5221 
   00023    0.4650   -1269.4698  0.5344 
   00024    0.5075   -1287.2900  0.5452 
   00025    0.4925   -1277.3645  0.5310 
   00026    0.4675   -1293.6380  0.5459 
   00027    0.4925   -1307.2567  0.5633 
   00028    0.4675   -1313.2672  0.5520 
   00029    0.4825   -1329.8481  0.5623 
   00030    0.4550   -1337.1239  0.5662 
   00031    0.4400   -1335.1200  0.5714 
   00032    0.5025   -1337.4482  0.5750 
   00033    0.4225   -1345.0044  0.5818 
   00034    0.4750   -1351.4408  0.5760 
   00035    0.4400   -1358.1758  0.5792 
   00036    0.4825   -1357.1966  0.5755 
   00037    0.4650   -1357.0132  0.5789 
   00038    0.4350   -1354.5830  0.5910 
   00039    0.4550   -1360.5388  0.6053 
   00040    0.4975   -1372.4217  0.6090 
   00041    0.4725   -1378.0987  0.6158 
   00042    0.4650   -1373.4142  0.6286 
   00043    0.4725   -1366.0343  0.6364 
   00044    0.5000   -1372.3316  0.6393 
   00045    0.4475   -1373.3634  0.6378 
   00046    0.4750   -1376.0251  0.6423 
   00047    0.4550   -1381.6094  0.6561 
   00048    0.4850   -1388.9170  0.6547 
   00049    0.4450   -1389.1456  0.6615 
   00050    0.4700   -1393.7557  0.6723 
   00051    0.4225   -1398.2963  0.6770 
   00052    0.4275   -1385.8376  0.6700 
   00053    0.4425   -1379.4540  0.6762 
   00054    0.4375   -1381.6674  0.6693 
   00055    0.4400   -1394.0855  0.6732 
   00056    0.4475   -1394.8067  0.6850 
   00057    0.4950   -1392.7268  0.6854 
   00058    0.4625   -1396.8828  0.6847 
