#=====================================================
# File created:        Mon-16-Feb-2026-at-01-38-07PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        2.747766
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -390.6728  0.2859 
   00001    0.6900    -569.2537  0.3125 
   00002    0.6500    -682.4924  0.3262 
   00003    0.5825    -771.4663  0.3189 
   00004    0.5650    -807.8354  0.3061 
   00005    0.5350    -869.1229  0.3232 
   00006    0.5300    -902.3775  0.3555 
   00007    0.4825    -956.0178  0.3449 
   00008    0.5125    -963.4892  0.3538 
   00009    0.4850    -994.7501  0.3688 
   00010    0.5175    -976.0241  0.3628 
   00011    0.4850   -1003.7074  0.3650 
   00012    0.5225   -1048.2616  0.3744 
   00013    0.4875   -1069.2535  0.3997 
   00014    0.4125   -1099.3692  0.3949 
   00015    0.4300   -1101.4662  0.3983 
   00016    0.4300   -1125.5764  0.4031 
   00017    0.4025   -1105.1172  0.4345 
   00018    0.4350   -1085.1647  0.4340 
   00019    0.4275   -1107.7083  0.4364 
   00020    0.4700   -1105.4114  0.4172 
   00021    0.4600   -1117.3603  0.4118 
   00022    0.4175   -1139.6314  0.3987 
   00023    0.4800   -1146.5909  0.3933 
   00024    0.4750   -1144.9350  0.4096 
   00025    0.4025   -1144.1469  0.3934 
   00026    0.4675   -1149.1078  0.4002 
   00027    0.4025   -1163.3741  0.4017 
   00028    0.3775   -1163.3316  0.4448 
   00029    0.3900   -1180.6130  0.4417 
   00030    0.4400   -1175.6194  0.4423 
   00031    0.4525   -1181.6364  0.4598 
   00032    0.4325   -1192.8649  0.4575 
   00033    0.4650   -1211.2652  0.4581 
   00034    0.3850   -1198.4531  0.4666 
   00035    0.4000   -1213.5659  0.4694 
   00036    0.3975   -1205.3704  0.4798 
   00037    0.4350   -1229.5896  0.4897 
   00038    0.3975   -1222.2538  0.4997 
   00039    0.4350   -1226.0915  0.5208 
   00040    0.4250   -1222.1895  0.5113 
   00041    0.4000   -1228.8785  0.4926 
   00042    0.4125   -1231.0330  0.4849 
   00043    0.3450   -1227.6177  0.4874 
   00044    0.4475   -1223.3825  0.4899 
   00045    0.4575   -1229.0212  0.5046 
   00046    0.4150   -1229.7675  0.5177 
   00047    0.4625   -1231.5981  0.5130 
   00048    0.4300   -1224.0121  0.5026 
