#=====================================================
# File created:        Mon-16-Feb-2026-at-01-33-31PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        3.378007
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -372.0410  0.2722 
   00001    0.7025    -616.1631  0.2973 
   00002    0.6125    -713.6625  0.2781 
   00003    0.5525    -797.3436  0.2845 
   00004    0.5475    -830.0670  0.2939 
   00005    0.5225    -879.3480  0.2863 
   00006    0.5225    -918.7568  0.2821 
   00007    0.5050    -950.5621  0.2801 
   00008    0.4950    -965.2551  0.2931 
   00009    0.5425   -1030.4602  0.2733 
   00010    0.4650   -1037.2128  0.2730 
   00011    0.5025   -1046.6440  0.2821 
   00012    0.5000   -1060.3397  0.2872 
   00013    0.4675   -1061.4424  0.2968 
   00014    0.4450   -1102.7057  0.2991 
   00015    0.4550   -1135.6524  0.3109 
   00016    0.4825   -1138.4170  0.3099 
   00017    0.4275   -1137.9998  0.3133 
   00018    0.4250   -1153.9096  0.3151 
   00019    0.4675   -1115.2720  0.3275 
   00020    0.4425   -1141.0512  0.3438 
   00021    0.4600   -1133.2951  0.3658 
   00022    0.4600   -1133.5381  0.3787 
   00023    0.4100   -1144.8417  0.3839 
   00024    0.4700   -1151.9714  0.3886 
   00025    0.4450   -1166.9782  0.4070 
   00026    0.4325   -1179.1894  0.4258 
   00027    0.4450   -1181.8879  0.4499 
   00028    0.4475   -1192.3960  0.4568 
   00029    0.4150   -1172.6758  0.4646 
   00030    0.4575   -1161.4257  0.4784 
   00031    0.4475   -1184.0940  0.4951 
   00032    0.4500   -1194.0619  0.4968 
   00033    0.4375   -1179.8735  0.4865 
   00034    0.4800   -1172.5055  0.4899 
   00035    0.4025   -1196.6411  0.4876 
   00036    0.4375   -1182.3192  0.4716 
   00037    0.4100   -1177.1793  0.4973 
   00038    0.4600   -1172.2974  0.4795 
   00039    0.4175   -1179.8429  0.4737 
   00040    0.4275   -1170.3090  0.4762 
   00041    0.4275   -1164.2645  0.4798 
   00042    0.4250   -1162.3857  0.4579 
   00043    0.4350   -1183.4023  0.4675 
   00044    0.3750   -1209.8052  0.4739 
   00045    0.4225   -1210.2303  0.4740 
   00046    0.4450   -1187.7894  0.4877 
   00047    0.4300   -1191.1878  0.4888 
   00048    0.4575   -1190.3720  0.4910 
   00049    0.3875   -1193.9635  0.4859 
   00050    0.4275   -1200.1410  0.4825 
   00051    0.3850   -1219.0087  0.4828 
   00052    0.4000   -1233.9590  0.4864 
   00053    0.4075   -1227.0940  0.4811 
   00054    0.3775   -1235.0255  0.5005 
   00055    0.4450   -1243.5661  0.5042 
   00056    0.4375   -1224.0250  0.4882 
   00057    0.3825   -1232.0122  0.4809 
   00058    0.4000   -1211.9794  0.4830 
   00059    0.3775   -1204.2920  0.4903 
   00060    0.4425   -1220.0537  0.5178 
   00061    0.4000   -1213.5637  0.4989 
   00062    0.4000   -1209.9979  0.4844 
   00063    0.4100   -1199.8689  0.4824 
   00064    0.4000   -1193.3733  0.4710 
   00065    0.4325   -1191.4972  0.4584 
   00066    0.4025   -1208.2236  0.4582 
   00067    0.4250   -1203.2825  0.4718 
   00068    0.4225   -1213.9369  0.4729 
   00069    0.3850   -1219.5527  0.4758 
   00070    0.4250   -1224.7284  0.4630 
   00071    0.4225   -1191.6687  0.4392 
   00072    0.3750   -1203.3812  0.4578 
   00073    0.4450   -1201.2006  0.4563 
   00074    0.3850   -1213.4000  0.4797 
   00075    0.4225   -1217.1269  0.4533 
   00076    0.4425   -1211.0707  0.4534 
   00077    0.3775   -1223.5427  0.4495 
   00078    0.4100   -1242.4547  0.4492 
   00079    0.3850   -1211.0946  0.4547 
   00080    0.4250   -1215.2219  0.4540 
   00081    0.4125   -1209.8459  0.4591 
   00082    0.3875   -1204.7008  0.4636 
   00083    0.4525   -1218.2622  0.4597 
   00084    0.4475   -1227.8782  0.4649 
   00085    0.4275   -1234.9573  0.4563 
   00086    0.3725   -1242.3081  0.4547 
   00087    0.4375   -1237.7072  0.4413 
   00088    0.4150   -1230.3543  0.4640 
   00089    0.4200   -1219.5164  0.4738 
   00090    0.4300   -1225.6775  0.4847 
   00091    0.4325   -1240.7706  0.4827 
   00092    0.3900   -1246.7668  0.4905 
   00093    0.3800   -1241.2031  0.4763 
   00094    0.4000   -1227.5590  0.4702 
   00095    0.4625   -1211.0303  0.4582 
   00096    0.4400   -1201.1912  0.4581 
   00097    0.3825   -1203.3798  0.4611 
   00098    0.4300   -1203.0194  0.4705 
   00099    0.4025   -1203.3843  0.4969 
   00100    0.4175   -1213.4798  0.5127 
   00101    0.4200   -1223.7967  0.5405 
   00102    0.4250   -1240.1892  0.5618 
   00103    0.3925   -1227.1310  0.5466 
   00104    0.3875   -1232.8642  0.5696 
   00105    0.3975   -1228.8097  0.5636 
   00106    0.4575   -1235.9661  0.5683 
   00107    0.3775   -1233.7166  0.5641 
   00108    0.4375   -1254.0556  0.5828 
   00109    0.4250   -1242.4560  0.5825 
   00110    0.4025   -1254.8896  0.5802 
   00111    0.4350   -1243.0153  0.5787 
   00112    0.4275   -1241.5388  0.5877 
   00113    0.3900   -1246.8094  0.5815 
   00114    0.3825   -1241.6298  0.5816 
   00115    0.4375   -1240.5096  0.6016 
   00116    0.4075   -1262.4868  0.6245 
   00117    0.4450   -1248.7250  0.6151 
   00118    0.4450   -1234.6349  0.5996 
   00119    0.4000   -1230.3936  0.5863 
   00120    0.3925   -1221.7557  0.5825 
   00121    0.3975   -1218.5585  0.5987 
   00122    0.3850   -1209.6310  0.6043 
   00123    0.3875   -1228.2058  0.6153 
   00124    0.4350   -1221.4600  0.6255 
   00125    0.4550   -1231.9286  0.6190 
   00126    0.4225   -1230.4788  0.6126 
   00127    0.4050   -1208.4378  0.6250 
   00128    0.4050   -1223.1370  0.6390 
   00129    0.3975   -1235.2501  0.6461 
   00130    0.3850   -1250.2882  0.6471 
   00131    0.3750   -1244.8195  0.6520 
   00132    0.3850   -1256.0432  0.6600 
   00133    0.3775   -1247.8401  0.6617 
   00134    0.4100   -1256.7181  0.6672 
   00135    0.3875   -1256.5246  0.6802 
   00136    0.4125   -1264.2637  0.6875 
   00137    0.4025   -1285.9754  0.7017 
   00138    0.4125   -1277.6125  0.7010 
   00139    0.3925   -1299.2043  0.7092 
   00140    0.4275   -1289.3213  0.7239 
   00141    0.3600   -1302.6987  0.7214 
   00142    0.3800   -1274.6057  0.6958 
   00143    0.3950   -1271.5292  0.6978 
   00144    0.4175   -1250.8627  0.6857 
   00145    0.4350   -1257.1634  0.6976 
   00146    0.4075   -1247.5408  0.6825 
   00147    0.4150   -1253.8710  0.6911 
   00148    0.4075   -1240.7490  0.6951 
   00149    0.3950   -1235.0308  0.6926 
   00150    0.4275   -1249.1324  0.6763 
   00151    0.4325   -1247.1425  0.6933 
   00152    0.4350   -1225.3318  0.6804 
   00153    0.4350   -1239.8073  0.6812 
   00154    0.4025   -1222.8842  0.7096 
   00155    0.4225   -1262.1316  0.7326 
   00156    0.3650   -1286.4836  0.7441 
   00157    0.4425   -1281.8834  0.7475 
   00158    0.4175   -1282.4793  0.7578 
   00159    0.3950   -1292.9126  0.7628 
   00160    0.4075   -1309.4541  0.7872 
   00161    0.3825   -1299.9776  0.7923 
   00162    0.3975   -1289.9349  0.7823 
   00163    0.3675   -1278.2866  0.7778 
   00164    0.4275   -1279.2809  0.7838 
   00165    0.4225   -1264.7216  0.7796 
   00166    0.4400   -1289.9586  0.7827 
   00167    0.4100   -1267.0237  0.7813 
   00168    0.4350   -1272.9563  0.7863 
   00169    0.3950   -1270.7400  0.7848 
   00170    0.4150   -1267.3810  0.7886 
   00171    0.4575   -1264.1956  0.8005 
   00172    0.4350   -1279.4987  0.8028 
   00173    0.3950   -1301.1834  0.8139 
   00174    0.3725   -1267.4388  0.7925 
   00175    0.4700   -1258.1325  0.7803 
   00176    0.3600   -1242.6896  0.7784 
   00177    0.4100   -1235.1360  0.7754 
   00178    0.3825   -1253.6598  0.7758 
   00179    0.3950   -1248.5460  0.7695 
   00180    0.3950   -1253.5389  0.7741 
   00181    0.3475   -1256.8138  0.7675 
   00182    0.4150   -1256.9839  0.7689 
   00183    0.3825   -1249.6208  0.7680 
   00184    0.4125   -1235.5948  0.7552 
   00185    0.4325   -1256.5009  0.7609 
   00186    0.3950   -1275.6410  0.7603 
   00187    0.3825   -1277.5091  0.7626 
   00188    0.3675   -1285.7954  0.7655 
   00189    0.4050   -1270.4277  0.7753 
   00190    0.4250   -1270.7731  0.7678 
   00191    0.4150   -1267.0076  0.7766 
   00192    0.3525   -1281.6386  0.7804 
   00193    0.3950   -1267.1867  0.7766 
   00194    0.4025   -1249.0986  0.7697 
   00195    0.4725   -1249.4471  0.7570 
   00196    0.3875   -1245.3898  0.7520 
   00197    0.3350   -1254.6559  0.7495 
   00198    0.4150   -1249.7328  0.7552 
   00199    0.4075   -1234.4593  0.7458 
   00200    0.4200   -1250.0974  0.7493 
   00201    0.4325   -1248.3503  0.7477 
   00202    0.3900   -1231.0519  0.7433 
   00203    0.4225   -1238.9057  0.7626 
   00204    0.4175   -1214.2926  0.7384 
   00205    0.4025   -1221.0702  0.7344 
   00206    0.4000   -1207.9698  0.7365 
   00207    0.4325   -1153.7322  0.7268 
   00208    0.3875   -1168.6932  0.7341 
