#=====================================================
# File created:        Tue-03-Mar-2026-at-11-31-46PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.200
# Run time (s):        10.709671
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -384.6454  0.2625 
   00001    0.6900    -513.0191  0.2776 
   00002    0.6425    -620.4947  0.2771 
   00003    0.6375    -704.4225  0.2805 
   00004    0.6450    -779.3922  0.2898 
   00005    0.6300    -856.9737  0.2922 
   00006    0.5950    -919.2330  0.2929 
   00007    0.6050    -969.0699  0.2973 
   00008    0.5450   -1007.1700  0.3034 
   00009    0.5275   -1047.3468  0.3250 
   00010    0.5425   -1094.9277  0.3232 
   00011    0.5275   -1119.0743  0.3234 
   00012    0.5700   -1166.8417  0.3436 
   00013    0.4975   -1187.8554  0.3443 
   00014    0.5625   -1213.5711  0.3431 
   00015    0.5400   -1235.2768  0.3684 
   00016    0.4775   -1261.9158  0.3665 
   00017    0.5050   -1270.8425  0.3755 
   00018    0.5000   -1282.5131  0.3723 
   00019    0.5125   -1295.8153  0.3582 
   00020    0.4700   -1312.5351  0.3618 
   00021    0.4775   -1331.3003  0.3582 
   00022    0.5300   -1349.1847  0.3700 
   00023    0.4975   -1360.3548  0.3697 
   00024    0.5000   -1361.7784  0.3591 
   00025    0.5100   -1359.9194  0.3644 
   00026    0.5300   -1367.9621  0.3693 
   00027    0.4925   -1367.0950  0.3700 
   00028    0.4850   -1370.2008  0.3717 
   00029    0.5200   -1376.8083  0.3755 
   00030    0.5025   -1380.8243  0.3642 
   00031    0.4700   -1391.0315  0.3639 
   00032    0.4975   -1388.6160  0.3673 
   00033    0.5175   -1402.9251  0.3756 
   00034    0.4625   -1409.4284  0.3694 
   00035    0.4625   -1414.6328  0.3758 
   00036    0.5250   -1411.2221  0.3794 
   00037    0.4900   -1407.4959  0.3888 
   00038    0.5200   -1415.7086  0.3862 
   00039    0.4450   -1419.4157  0.3874 
   00040    0.4825   -1414.7182  0.3789 
   00041    0.4775   -1416.7499  0.3837 
   00042    0.5325   -1420.9635  0.3753 
   00043    0.4650   -1417.6662  0.3781 
   00044    0.4775   -1421.3751  0.3800 
   00045    0.4475   -1427.6627  0.3832 
   00046    0.4500   -1422.7868  0.3866 
   00047    0.4625   -1423.7853  0.3821 
   00048    0.5000   -1419.9192  0.3762 
   00049    0.4775   -1427.9774  0.3852 
   00050    0.4775   -1434.3737  0.3852 
   00051    0.4850   -1431.5703  0.3797 
   00052    0.4625   -1435.6021  0.3815 
   00053    0.4950   -1432.2220  0.3725 
   00054    0.4300   -1439.4751  0.3700 
   00055    0.4725   -1434.6967  0.3737 
   00056    0.4825   -1440.0704  0.3667 
   00057    0.5100   -1443.1145  0.3664 
   00058    0.4925   -1438.1899  0.3670 
   00059    0.4825   -1436.6977  0.3722 
   00060    0.4875   -1443.0082  0.3728 
