#=====================================================
# File created:        Tue-03-Mar-2026-at-11-34-52PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.900
# Run time (s):        10.320139
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -370.9173  0.2855 
   00001    0.6825    -613.8161  0.2866 
   00002    0.6200    -727.1343  0.2810 
   00003    0.5925    -826.7680  0.2856 
   00004    0.5575    -864.9239  0.3051 
   00005    0.5050    -864.1835  0.2868 
   00006    0.5000    -892.0834  0.2618 
   00007    0.5325    -930.3795  0.2720 
   00008    0.4625    -963.0988  0.2982 
   00009    0.4925    -946.2348  0.3112 
   00010    0.4850    -951.9761  0.3271 
   00011    0.5075    -975.0337  0.3354 
   00012    0.4825    -965.1731  0.3457 
   00013    0.5150    -966.3225  0.3699 
   00014    0.4850    -981.9447  0.3425 
   00015    0.4800   -1001.2303  0.3474 
   00016    0.4525    -981.6374  0.3440 
   00017    0.5000    -952.7821  0.3606 
   00018    0.5075    -946.0715  0.3305 
   00019    0.5350    -925.3055  0.3476 
   00020    0.4475    -911.4350  0.3474 
   00021    0.5150    -939.4760  0.3436 
   00022    0.4650    -971.5955  0.3493 
   00023    0.4525    -951.5234  0.3821 
   00024    0.5150    -917.6893  0.3676 
   00025    0.5050    -938.2177  0.3716 
   00026    0.4600    -963.0623  0.4007 
   00027    0.4875    -944.5995  0.4202 
   00028    0.4700    -962.5241  0.4351 
   00029    0.4650    -998.3522  0.4428 
   00030    0.4825   -1008.5075  0.4334 
   00031    0.4950    -984.9641  0.4437 
   00032    0.4650   -1021.4265  0.4457 
   00033    0.4625   -1019.6135  0.4453 
   00034    0.4600   -1031.4225  0.4478 
   00035    0.4400   -1035.8591  0.4378 
   00036    0.5075   -1055.0965  0.4390 
   00037    0.4675   -1014.2889  0.4792 
   00038    0.4275   -1045.3005  0.4924 
   00039    0.4475   -1001.1347  0.4658 
   00040    0.4600   -1024.1393  0.4826 
   00041    0.4875    -995.8972  0.5007 
   00042    0.4725   -1000.3115  0.5061 
   00043    0.4525   -1036.7792  0.5271 
   00044    0.4450   -1016.6189  0.5290 
   00045    0.4025   -1069.6973  0.5417 
   00046    0.4475   -1048.6956  0.5382 
   00047    0.4600   -1067.2221  0.5536 
   00048    0.4100   -1064.8467  0.5512 
   00049    0.4775   -1017.0446  0.5273 
   00050    0.4350   -1028.4586  0.5123 
   00051    0.4600   -1048.3812  0.5174 
   00052    0.4250   -1059.2305  0.5360 
   00053    0.4075   -1034.5486  0.5490 
   00054    0.4175   -1088.2931  0.5621 
   00055    0.4175   -1096.4049  0.5672 
   00056    0.4500   -1074.4403  0.5652 
   00057    0.4550   -1057.3285  0.5583 
   00058    0.4375   -1055.7153  0.5613 
   00059    0.4225   -1104.2721  0.5871 
   00060    0.4450   -1054.7183  0.5811 
   00061    0.4950   -1059.8936  0.5963 
   00062    0.4900   -1061.8684  0.5486 
   00063    0.3875   -1028.9058  0.5371 
   00064    0.4325   -1004.4896  0.5442 
   00065    0.5000    -990.0399  0.5342 
   00066    0.4700   -1010.5917  0.5443 
   00067    0.4225   -1019.0094  0.5532 
   00068    0.4925   -1032.1218  0.5750 
   00069    0.4475   -1014.6726  0.5541 
   00070    0.4475   -1025.8321  0.5410 
   00071    0.5025   -1018.6720  0.5190 
   00072    0.4725    -993.0761  0.5001 
   00073    0.4800   -1018.3434  0.4820 
   00074    0.5150   -1001.3682  0.4395 
   00075    0.4575   -1001.9195  0.4149 
   00076    0.5125    -990.0833  0.4212 
   00077    0.4600   -1014.2661  0.4359 
   00078    0.4450   -1023.7308  0.4422 
   00079    0.4600   -1044.6360  0.4474 
   00080    0.4200   -1047.8864  0.4559 
   00081    0.4675   -1006.7218  0.4554 
   00082    0.4675    -998.0521  0.4321 
   00083    0.4500   -1009.7360  0.4261 
   00084    0.4700    -998.3967  0.4013 
   00085    0.4525   -1013.4007  0.3907 
   00086    0.4975    -999.0789  0.3611 
   00087    0.4825   -1030.7456  0.3458 
   00088    0.4800   -1010.3087  0.3448 
   00089    0.4225   -1004.6851  0.3680 
   00090    0.4700    -980.6393  0.3856 
   00091    0.4850   -1010.2261  0.4027 
   00092    0.4600    -993.4962  0.4044 
   00093    0.4825    -975.2709  0.3780 
   00094    0.5250    -978.9179  0.4024 
   00095    0.5175    -983.5015  0.3974 
