#=====================================================
# File created:        Sun-01-Mar-2026-at-01-25-26PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        2.963017
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5767.2323  0.2550 
   00001    0.6791   -8649.4473  0.2540 
   00002    0.6037  -10198.6313  0.2528 
   00003    0.5804  -11314.8888  0.2551 
   00004    0.5452  -12108.9633  0.2568 
   00005    0.5241  -12784.4627  0.2626 
   00006    0.5049  -13333.4174  0.2645 
   00007    0.5029  -13877.4759  0.2646 
   00008    0.4876  -14226.6069  0.2686 
   00009    0.4860  -14577.1838  0.2727 
   00010    0.4574  -14847.4276  0.2711 
   00011    0.4615  -15108.8083  0.2714 
   00012    0.4530  -15337.2845  0.2770 
   00013    0.4430  -15527.7251  0.2759 
   00014    0.4558  -15671.6811  0.2729 
   00015    0.4491  -15772.1897  0.2725 
   00016    0.4450  -15788.0292  0.2743 
   00017    0.4544  -15883.6365  0.2840 
   00018    0.4603  -15956.9514  0.2859 
   00019    0.4626  -16001.2898  0.2889 
   00020    0.4491  -16098.9217  0.2873 
   00021    0.4393  -16193.0665  0.2884 
   00022    0.4356  -16344.2969  0.2884 
   00023    0.4357  -16420.4847  0.2877 
   00024    0.4361  -16359.7882  0.2866 
   00025    0.4304  -16316.3514  0.2813 
   00026    0.4372  -16436.2788  0.2797 
   00027    0.4405  -16513.7597  0.2797 
   00028    0.4320  -16466.4578  0.2792 
   00029    0.4236  -16531.8218  0.2797 
   00030    0.4229  -16614.1721  0.2835 
   00031    0.4336  -16551.7895  0.2797 
   00032    0.4396  -16534.1550  0.2806 
   00033    0.4242  -16576.9549  0.2805 
   00034    0.4251  -16715.1715  0.2805 
   00035    0.4185  -16810.4110  0.2825 
   00036    0.4142  -16839.2732  0.2822 
   00037    0.4165  -16856.5880  0.2747 
   00038    0.4219  -16853.1840  0.2757 
   00039    0.4231  -16797.0538  0.2726 
   00040    0.4212  -16880.8244  0.2730 
   00041    0.4142  -16863.8610  0.2759 
   00042    0.4158  -16990.3319  0.2811 
   00043    0.4293  -16930.9201  0.2840 
   00044    0.4277  -16955.3243  0.2911 
   00045    0.4226  -16941.2182  0.2934 
   00046    0.4396  -16971.6002  0.2940 
   00047    0.4236  -17052.2936  0.2949 
   00048    0.4160  -16988.2560  0.2939 
   00049    0.4251  -16998.3191  0.2955 
   00050    0.4160  -17000.8447  0.2927 
