#=====================================================
# File created:        Sun-01-Mar-2026-at-12-18-05PM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        1.353905
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5620.4302  0.2612 
   00001    0.6768   -8595.1188  0.2579 
   00002    0.6197  -10355.3863  0.2612 
   00003    0.5627  -11442.9974  0.2646 
   00004    0.5515  -12162.0821  0.2707 
   00005    0.5381  -12772.1306  0.2714 
   00006    0.5070  -13313.3783  0.2754 
   00007    0.4932  -13764.8743  0.2817 
   00008    0.4908  -14140.0141  0.2881 
   00009    0.4926  -14453.2130  0.2887 
   00010    0.4740  -14806.4411  0.2851 
   00011    0.4709  -14972.7943  0.2796 
   00012    0.4476  -15146.5024  0.2821 
   00013    0.4452  -15307.3088  0.2874 
   00014    0.4533  -15420.3963  0.2945 
   00015    0.4489  -15442.9320  0.2922 
   00016    0.4396  -15668.8100  0.2920 
   00017    0.4462  -15716.5107  0.2858 
   00018    0.4388  -15777.2701  0.2881 
   00019    0.4409  -15887.2947  0.2887 
   00020    0.4450  -16036.8035  0.2870 
   00021    0.4393  -16013.2518  0.2887 
   00022    0.4345  -16207.9722  0.2901 
   00023    0.4341  -16287.3366  0.2921 
   00024    0.4357  -16327.7286  0.2926 
   00025    0.4354  -16309.6817  0.2945 
   00026    0.4359  -16398.7474  0.2978 
   00027    0.4380  -16384.7332  0.3004 
   00028    0.4242  -16427.2205  0.2991 
   00029    0.4309  -16565.3742  0.2989 
   00030    0.4396  -16461.2450  0.3013 
   00031    0.4357  -16468.9341  0.3012 
   00032    0.4398  -16499.3972  0.2966 
   00033    0.4430  -16516.3575  0.2986 
   00034    0.4268  -16588.0711  0.3036 
   00035    0.4322  -16669.5274  0.3039 
   00036    0.4324  -16652.5133  0.3022 
   00037    0.4212  -16700.0975  0.3020 
   00038    0.4306  -16751.1695  0.3040 
   00039    0.4206  -16840.1075  0.3050 
   00040    0.4192  -16910.1913  0.3075 
   00041    0.4217  -16919.1251  0.3043 
   00042    0.4210  -16799.0878  0.3088 
   00043    0.4128  -16794.4868  0.3097 
   00044    0.4311  -16739.2984  0.3063 
   00045    0.4283  -16688.1568  0.3058 
   00046    0.4347  -16712.8649  0.3096 
   00047    0.4261  -16820.0863  0.3131 
   00048    0.4252  -16947.7873  0.3116 
   00049    0.4270  -16918.0484  0.3123 
   00050    0.4078  -17045.1793  0.3101 
