#=====================================================
# File created:        Tue-24-Feb-2026-at-05-47-11PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        0.800978
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2445.9358  0.2697 
   00001    0.6736   -3757.4878  0.2708 
   00002    0.6452   -4491.3960  0.2987 
   00003    0.5724   -4985.2437  0.2934 
   00004    0.5508   -5366.9155  0.2933 
   00005    0.5204   -5644.4278  0.2930 
   00006    0.5240   -5883.7470  0.3025 
   00007    0.4932   -6089.1516  0.2968 
   00008    0.4924   -6283.3083  0.2896 
   00009    0.4800   -6390.7705  0.2770 
   00010    0.4628   -6558.8321  0.2795 
   00011    0.4592   -6661.7481  0.2740 
   00012    0.4512   -6747.4514  0.2857 
   00013    0.4540   -6778.8665  0.2935 
   00014    0.4452   -6830.3147  0.2815 
   00015    0.4556   -6891.1525  0.2877 
   00016    0.4580   -6950.4271  0.2911 
   00017    0.4568   -6972.6446  0.2926 
   00018    0.4484   -7020.4443  0.2915 
   00019    0.4432   -7040.5930  0.2966 
   00020    0.4348   -7032.8428  0.2882 
   00021    0.4224   -7088.6482  0.2878 
   00022    0.4472   -7127.5624  0.2785 
   00023    0.4520   -7193.7055  0.2779 
   00024    0.4436   -7175.2768  0.2804 
   00025    0.4380   -7159.9189  0.2763 
   00026    0.4340   -7179.0024  0.2699 
   00027    0.4272   -7178.0752  0.2767 
   00028    0.4344   -7152.6811  0.2751 
   00029    0.4484   -7216.0745  0.2690 
   00030    0.4332   -7251.9024  0.2684 
   00031    0.4316   -7216.1923  0.2721 
   00032    0.4376   -7230.4153  0.2722 
   00033    0.4232   -7291.5843  0.2722 
   00034    0.4312   -7261.7335  0.2726 
   00035    0.4568   -7293.1498  0.2737 
   00036    0.4304   -7345.8669  0.2723 
   00037    0.4276   -7420.3318  0.2746 
   00038    0.4136   -7464.6885  0.2681 
   00039    0.4272   -7459.8872  0.2702 
   00040    0.4248   -7472.1526  0.2661 
   00041    0.4388   -7454.2936  0.2621 
   00042    0.4100   -7490.9294  0.2635 
   00043    0.4232   -7467.6096  0.2651 
   00044    0.4400   -7478.6213  0.2658 
   00045    0.4268   -7446.1889  0.2691 
   00046    0.4360   -7436.1559  0.2646 
   00047    0.4296   -7462.8998  0.2628 
   00048    0.4316   -7456.6542  0.2601 
   00049    0.4472   -7502.7003  0.2671 
   00050    0.4296   -7509.1545  0.2618 
