#=====================================================
# File created:        Sun-01-Mar-2026-at-01-24-22PM
# Size of lattice:     10x10
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        0.064905
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -81.0866  0.3219 
   00001    0.7400    -135.6810  0.3737 
   00002    0.6700    -176.4063  0.3699 
   00003    0.6500    -200.0383  0.4124 
   00004    0.5700    -222.4341  0.4762 
   00005    0.6300    -240.6978  0.5416 
   00006    0.5100    -253.7645  0.5871 
   00007    0.4100    -247.9905  0.5905 
   00008    0.4000    -256.8200  0.5684 
   00009    0.4500    -277.4491  0.5937 
   00010    0.3900    -279.7975  0.6122 
   00011    0.4100    -287.0956  0.6327 
   00012    0.4900    -289.6875  0.6491 
   00013    0.4300    -298.6767  0.6603 
   00014    0.4000    -301.9016  0.6645 
   00015    0.4700    -300.8155  0.6800 
   00016    0.3900    -300.6085  0.6943 
   00017    0.4500    -296.8911  0.6861 
   00018    0.4000    -292.3697  0.6885 
   00019    0.4500    -286.7084  0.6405 
   00020    0.4200    -277.7796  0.6322 
   00021    0.4200    -274.5093  0.6294 
   00022    0.4300    -276.2581  0.6321 
   00023    0.4600    -277.7063  0.6253 
   00024    0.4200    -281.2134  0.6098 
   00025    0.4400    -286.3106  0.5731 
   00026    0.5000    -280.2819  0.5530 
   00027    0.4300    -269.1469  0.5232 
   00028    0.5100    -286.9248  0.5317 
   00029    0.4600    -289.9570  0.5850 
   00030    0.4300    -286.4117  0.5860 
   00031    0.4600    -292.6553  0.6347 
   00032    0.5400    -305.8585  0.6457 
   00033    0.4800    -306.2650  0.6410 
   00034    0.4000    -297.4357  0.6404 
   00035    0.4300    -296.0419  0.6444 
   00036    0.4500    -302.8793  0.6612 
   00037    0.4600    -310.3673  0.6827 
   00038    0.4000    -318.4108  0.7170 
   00039    0.4800    -322.7161  0.7272 
   00040    0.3900    -320.2596  0.7598 
   00041    0.3500    -321.7816  0.7724 
   00042    0.4500    -315.1276  0.7542 
   00043    0.4100    -303.8898  0.7466 
   00044    0.4500    -306.2647  0.7566 
   00045    0.3400    -300.8976  0.7373 
   00046    0.4000    -303.0082  0.7426 
   00047    0.3400    -312.0594  0.7543 
   00048    0.4400    -311.9475  0.7627 
   00049    0.3600    -323.8066  0.7862 
   00050    0.4000    -319.4873  0.7681 
