#=====================================================
# File created:        Tue-17-Feb-2026-at-11-47-16AM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        2.558423
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10083.6903  0.2540 
   00001    0.6766  -15354.6045  0.2619 
   00002    0.6089  -18186.0803  0.2611 
   00003    0.5785  -20064.6538  0.2633 
   00004    0.5534  -21783.9041  0.2582 
   00005    0.5241  -22859.4556  0.2578 
   00006    0.5070  -23848.4097  0.2589 
   00007    0.5007  -24651.8207  0.2531 
   00008    0.4904  -25173.2571  0.2580 
   00009    0.4817  -25820.4938  0.2549 
   00010    0.4716  -26269.0830  0.2581 
   00011    0.4663  -26630.0238  0.2560 
   00012    0.4623  -26948.2959  0.2558 
   00013    0.4608  -27290.3334  0.2588 
   00014    0.4596  -27431.3433  0.2620 
   00015    0.4567  -27689.0045  0.2613 
   00016    0.4547  -27906.2516  0.2617 
   00017    0.4372  -28185.6152  0.2639 
   00018    0.4333  -28375.2048  0.2579 
   00019    0.4421  -28658.4504  0.2554 
   00020    0.4371  -28732.4092  0.2519 
   00021    0.4426  -28884.9913  0.2528 
   00022    0.4441  -28979.8022  0.2529 
   00023    0.4357  -29035.2140  0.2528 
   00024    0.4325  -29122.2185  0.2515 
   00025    0.4340  -29171.1498  0.2527 
   00026    0.4200  -29316.0451  0.2529 
   00027    0.4387  -29343.0335  0.2521 
   00028    0.4232  -29400.3409  0.2573 
   00029    0.4294  -29484.6954  0.2594 
   00030    0.4230  -29515.5694  0.2602 
   00031    0.4234  -29541.7279  0.2598 
   00032    0.4212  -29831.4688  0.2588 
   00033    0.4164  -29764.4621  0.2612 
   00034    0.4274  -29731.2361  0.2625 
   00035    0.4218  -29805.2227  0.2645 
   00036    0.4200  -29865.9961  0.2679 
   00037    0.4318  -29862.8163  0.2667 
   00038    0.4105  -29906.0899  0.2671 
   00039    0.4149  -29809.0091  0.2641 
   00040    0.4283  -29803.1245  0.2636 
   00041    0.4212  -29858.9324  0.2674 
   00042    0.4283  -30052.3404  0.2702 
   00043    0.4174  -30062.7216  0.2724 
   00044    0.4173  -30127.8909  0.2666 
   00045    0.4108  -30246.9023  0.2682 
   00046    0.4164  -30210.4868  0.2676 
   00047    0.4258  -30357.7023  0.2692 
   00048    0.4082  -30281.8837  0.2715 
   00049    0.4178  -30369.5279  0.2730 
   00050    0.4147  -30369.5876  0.2778 
