#=====================================================
# File created:        Mon-02-Mar-2026-at-08-09-16PM
# Size of lattice:     10x10
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        0.284318
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -72.3457  0.3023 
   00001    0.6800    -131.6016  0.3121 
   00002    0.6300    -165.0866  0.3421 
   00003    0.5800    -181.1649  0.4209 
   00004    0.5000    -199.7168  0.4463 
   00005    0.6300    -214.6418  0.5031 
   00006    0.4600    -232.4830  0.5141 
   00007    0.4500    -260.0545  0.5074 
   00008    0.4600    -265.8341  0.5477 
   00009    0.4400    -258.4101  0.5622 
   00010    0.4500    -269.6347  0.5986 
   00011    0.3700    -277.3849  0.6457 
   00012    0.4700    -283.7614  0.6531 
   00013    0.3400    -292.0145  0.6560 
   00014    0.4100    -301.1851  0.6739 
   00015    0.4000    -297.7513  0.6657 
   00016    0.3900    -301.0176  0.6848 
   00017    0.4000    -304.3796  0.7101 
   00018    0.4200    -296.9062  0.6930 
   00019    0.5200    -288.7857  0.7008 
   00020    0.5100    -291.5855  0.6619 
   00021    0.4600    -286.3261  0.6823 
   00022    0.4500    -293.3911  0.7031 
   00023    0.5100    -280.2306  0.6691 
   00024    0.4000    -290.6225  0.7042 
   00025    0.2900    -288.0541  0.7210 
   00026    0.4900    -296.5729  0.7114 
   00027    0.4100    -290.7315  0.7284 
   00028    0.4900    -298.3709  0.7073 
   00029    0.4400    -294.0135  0.7189 
   00030    0.3700    -289.6347  0.7138 
   00031    0.4500    -291.7437  0.7255 
   00032    0.4700    -292.3850  0.7462 
   00033    0.4900    -325.2767  0.8036 
   00034    0.4500    -326.0536  0.7729 
   00035    0.4200    -327.2086  0.7648 
   00036    0.2900    -331.1677  0.7876 
   00037    0.4100    -341.8690  0.8295 
   00038    0.3400    -347.7019  0.8418 
   00039    0.3200    -346.6878  0.8364 
   00040    0.2600    -339.2581  0.8303 
   00041    0.3700    -322.5008  0.8232 
   00042    0.4100    -332.4067  0.8474 
   00043    0.4200    -331.3312  0.8309 
   00044    0.4300    -318.8056  0.7963 
   00045    0.4400    -319.8314  0.7932 
   00046    0.4200    -315.7669  0.7737 
   00047    0.4900    -316.1782  0.7821 
   00048    0.4800    -317.6266  0.7772 
   00049    0.4000    -319.2270  0.7807 
   00050    0.4300    -325.1704  0.7680 
