#=====================================================
# File created:        Mon-02-Mar-2026-at-08-24-53PM
# Size of lattice:     25x25
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        0.448593
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -629.5125  0.2817 
   00001    0.6512    -929.2732  0.2813 
   00002    0.6160   -1108.4670  0.2843 
   00003    0.5824   -1201.8981  0.2904 
   00004    0.5536   -1307.6536  0.2764 
   00005    0.5360   -1374.3070  0.2980 
   00006    0.5200   -1415.2057  0.3046 
   00007    0.5008   -1477.4926  0.3224 
   00008    0.4896   -1511.1449  0.3555 
   00009    0.4832   -1530.1715  0.3754 
   00010    0.4880   -1580.4741  0.3922 
   00011    0.4928   -1602.0569  0.3858 
   00012    0.4624   -1665.4668  0.3868 
   00013    0.5120   -1692.0973  0.3996 
   00014    0.4736   -1712.6716  0.4152 
   00015    0.4688   -1746.2600  0.4213 
   00016    0.4688   -1795.2906  0.4259 
   00017    0.4208   -1803.0579  0.4183 
   00018    0.4288   -1783.4753  0.4271 
   00019    0.4624   -1802.4391  0.4307 
   00020    0.4528   -1791.9326  0.4194 
   00021    0.4544   -1810.1660  0.4014 
   00022    0.4704   -1802.8492  0.4054 
   00023    0.4000   -1799.2894  0.4172 
   00024    0.4352   -1824.8221  0.4245 
   00025    0.4144   -1805.8450  0.4067 
   00026    0.4032   -1816.0846  0.4177 
   00027    0.4464   -1809.5995  0.4119 
   00028    0.4336   -1781.4136  0.3910 
   00029    0.4336   -1807.6197  0.4008 
   00030    0.4432   -1818.8268  0.4080 
   00031    0.4768   -1828.2593  0.4047 
   00032    0.4144   -1837.5418  0.3930 
   00033    0.4176   -1841.6304  0.3926 
   00034    0.4144   -1850.5465  0.3908 
   00035    0.4384   -1828.5162  0.4105 
   00036    0.4336   -1822.6620  0.4141 
   00037    0.4704   -1831.0532  0.3995 
   00038    0.4320   -1823.7694  0.4004 
   00039    0.4192   -1835.4168  0.4034 
   00040    0.4416   -1856.5736  0.4066 
   00041    0.4176   -1865.2270  0.4013 
   00042    0.4288   -1854.4282  0.3960 
   00043    0.4224   -1843.3070  0.3829 
   00044    0.4384   -1859.1350  0.3996 
   00045    0.4160   -1868.2134  0.3890 
   00046    0.4064   -1852.9496  0.3921 
   00047    0.4320   -1864.3044  0.4050 
   00048    0.4240   -1846.4830  0.4100 
   00049    0.4400   -1864.4609  0.4014 
   00050    0.4224   -1872.6593  0.4042 
