#=====================================================
# File created:        Tue-24-Feb-2026-at-05-46-11PM
# Size of lattice:     25x25
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        0.265170
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -581.0488  0.2647 
   00001    0.6864    -935.5471  0.2929 
   00002    0.6304   -1077.6707  0.3077 
   00003    0.5664   -1224.7367  0.3056 
   00004    0.5712   -1338.9674  0.2930 
   00005    0.5328   -1428.9467  0.2946 
   00006    0.5440   -1463.5686  0.3078 
   00007    0.5232   -1506.4756  0.3057 
   00008    0.4400   -1555.1239  0.2978 
   00009    0.4656   -1603.4757  0.3293 
   00010    0.4544   -1635.2728  0.3328 
   00011    0.4896   -1706.8905  0.3267 
   00012    0.4768   -1715.3981  0.3427 
   00013    0.4512   -1744.6117  0.3567 
   00014    0.4464   -1763.0573  0.3511 
   00015    0.4640   -1754.0521  0.3460 
   00016    0.4528   -1763.7034  0.3533 
   00017    0.4464   -1771.4345  0.3430 
   00018    0.4592   -1767.8819  0.3405 
   00019    0.4736   -1761.4999  0.3460 
   00020    0.4240   -1785.0624  0.3559 
   00021    0.4304   -1780.1002  0.3618 
   00022    0.4528   -1783.8462  0.3626 
   00023    0.4256   -1781.9679  0.3703 
   00024    0.3952   -1783.3123  0.3741 
   00025    0.4384   -1756.5926  0.3900 
   00026    0.4016   -1771.1255  0.4014 
   00027    0.4256   -1789.7996  0.3956 
   00028    0.4080   -1767.7021  0.4002 
   00029    0.4432   -1794.9946  0.4100 
   00030    0.4256   -1800.0904  0.4283 
   00031    0.4208   -1828.3950  0.4412 
   00032    0.3872   -1841.8142  0.4309 
   00033    0.4096   -1839.1475  0.4298 
   00034    0.4528   -1861.9882  0.4255 
   00035    0.4240   -1815.1822  0.4166 
   00036    0.4656   -1839.2927  0.4269 
   00037    0.4480   -1864.0979  0.4237 
   00038    0.4464   -1891.9627  0.4184 
   00039    0.4016   -1868.9449  0.4234 
   00040    0.4064   -1848.7452  0.4425 
   00041    0.4208   -1875.2980  0.4350 
   00042    0.4208   -1876.5100  0.4398 
   00043    0.4128   -1864.6990  0.4198 
   00044    0.4080   -1863.4018  0.4299 
   00045    0.4048   -1874.8073  0.4331 
   00046    0.4336   -1888.6506  0.4385 
   00047    0.4144   -1864.6401  0.4426 
   00048    0.4368   -1896.4662  0.4491 
   00049    0.3936   -1882.7745  0.4666 
   00050    0.4272   -1904.2436  0.4746 
