#=====================================================
# File created:        Sun-01-Mar-2026-at-11-02-28AM
# Size of lattice:     75x75
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        1.562027
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5793.4935  0.2581 
   00001    0.6798   -8669.1924  0.2553 
   00002    0.6028  -10273.2335  0.2537 
   00003    0.5788  -11407.5716  0.2543 
   00004    0.5524  -12157.4541  0.2542 
   00005    0.5148  -12841.5165  0.2613 
   00006    0.5154  -13366.9710  0.2612 
   00007    0.5031  -13882.4657  0.2670 
   00008    0.4887  -14253.9711  0.2710 
   00009    0.4631  -14500.8333  0.2746 
   00010    0.4786  -14822.8726  0.2799 
   00011    0.4521  -14947.8386  0.2875 
   00012    0.4613  -15092.6614  0.2769 
   00013    0.4508  -15259.9621  0.2885 
   00014    0.4640  -15397.4837  0.2960 
   00015    0.4540  -15572.6326  0.2935 
   00016    0.4444  -15751.8961  0.2966 
   00017    0.4382  -15792.8826  0.2988 
   00018    0.4427  -15904.4899  0.2962 
   00019    0.4530  -16144.5023  0.2975 
   00020    0.4322  -16220.6730  0.2924 
   00021    0.4309  -16280.1762  0.2921 
   00022    0.4446  -16381.6257  0.2960 
   00023    0.4356  -16437.1896  0.2971 
   00024    0.4322  -16517.9740  0.3020 
   00025    0.4288  -16632.6984  0.3036 
   00026    0.4215  -16722.9352  0.3022 
   00027    0.4149  -16734.7495  0.3033 
   00028    0.4178  -16757.7692  0.3050 
   00029    0.4135  -16827.1408  0.3036 
   00030    0.4229  -16750.9598  0.3008 
   00031    0.4272  -16735.9900  0.3017 
   00032    0.4204  -16762.8426  0.3063 
   00033    0.4302  -16724.0998  0.3069 
   00034    0.4384  -16696.7207  0.3042 
   00035    0.4272  -16635.0533  0.3040 
   00036    0.4299  -16716.2956  0.3061 
   00037    0.4231  -16709.9691  0.3096 
   00038    0.4213  -16787.2225  0.3124 
   00039    0.4304  -16834.8407  0.3155 
   00040    0.4240  -16853.0688  0.3148 
   00041    0.4217  -16954.6605  0.3147 
   00042    0.4226  -17018.7653  0.3206 
   00043    0.4192  -17016.4995  0.3180 
   00044    0.4290  -17021.6370  0.3153 
   00045    0.4260  -17006.9785  0.3176 
   00046    0.4272  -17035.2073  0.3114 
   00047    0.4213  -17024.5017  0.3099 
   00048    0.4180  -17017.4135  0.3087 
   00049    0.4076  -17076.3810  0.3063 
   00050    0.4185  -17100.9488  0.3067 
