#=====================================================
# File created:        Tue-03-Mar-2026-at-06-18-20PM
# Size of lattice:     10x10
# Number of MC steps:  25
# Reduced temperature: 0.650
# Run time (s):        0.111430
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -115.7431  0.3373 
   00001    0.7200    -154.3169  0.3191 
   00002    0.5700    -174.2056  0.3382 
   00003    0.6000    -200.9348  0.3906 
   00004    0.6000    -236.6070  0.4760 
   00005    0.4700    -257.6913  0.4679 
   00006    0.4800    -277.7489  0.5548 
   00007    0.4500    -268.3400  0.5335 
   00008    0.4400    -278.9095  0.4677 
   00009    0.4100    -284.3528  0.4390 
   00010    0.4700    -270.8332  0.3857 
   00011    0.3500    -275.5581  0.3781 
   00012    0.5000    -271.3884  0.3798 
   00013    0.5100    -267.7687  0.3743 
   00014    0.4500    -246.9180  0.3177 
   00015    0.4400    -262.0277  0.2919 
   00016    0.4700    -256.4507  0.3645 
   00017    0.4500    -255.6529  0.4313 
   00018    0.4400    -257.2038  0.3883 
   00019    0.4500    -264.1139  0.3809 
   00020    0.4800    -278.0192  0.3727 
   00021    0.4400    -263.9735  0.3917 
   00022    0.5800    -254.6193  0.3993 
   00023    0.4200    -270.3200  0.3324 
   00024    0.4400    -278.4896  0.3661 
   00025    0.5400    -274.5374  0.3142 
