#=====================================================
# File created:        Sun-01-Mar-2026-at-12-17-48PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        0.755864
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2450.6978  0.2695 
   00001    0.6868   -3772.7605  0.2658 
   00002    0.5976   -4446.8959  0.2768 
   00003    0.5520   -5040.7830  0.2721 
   00004    0.5464   -5453.3388  0.2662 
   00005    0.5404   -5790.1511  0.2588 
   00006    0.5144   -6096.5247  0.2683 
   00007    0.4920   -6225.9064  0.2712 
   00008    0.4944   -6355.6179  0.2776 
   00009    0.4920   -6485.6217  0.2764 
   00010    0.4668   -6593.5123  0.2883 
   00011    0.4636   -6621.9110  0.2879 
   00012    0.4520   -6716.9068  0.2881 
   00013    0.4624   -6837.4494  0.2932 
   00014    0.4472   -6820.8187  0.2935 
   00015    0.4436   -6947.8199  0.2840 
   00016    0.4456   -7000.8716  0.2931 
   00017    0.4420   -7031.9438  0.3020 
   00018    0.4412   -7126.0318  0.2963 
   00019    0.4484   -7127.6590  0.3038 
   00020    0.4412   -7046.2102  0.3105 
   00021    0.4424   -7142.3629  0.3150 
   00022    0.4448   -7175.4838  0.3164 
   00023    0.4460   -7167.5921  0.3095 
   00024    0.4496   -7185.7704  0.3058 
   00025    0.4256   -7175.6223  0.3109 
   00026    0.4292   -7245.0037  0.3081 
   00027    0.4240   -7201.9064  0.3099 
   00028    0.4400   -7139.5298  0.3098 
   00029    0.4420   -7154.3032  0.3024 
   00030    0.4484   -7161.3535  0.3158 
   00031    0.4380   -7262.8186  0.3220 
   00032    0.4304   -7263.7316  0.3249 
   00033    0.4236   -7326.0272  0.3223 
   00034    0.4340   -7401.9682  0.3265 
   00035    0.4180   -7374.4461  0.3215 
   00036    0.4328   -7410.4917  0.3148 
   00037    0.4140   -7385.1330  0.3234 
   00038    0.4344   -7424.2029  0.3378 
   00039    0.4296   -7445.6072  0.3392 
   00040    0.4272   -7465.8197  0.3362 
   00041    0.4172   -7466.4143  0.3506 
   00042    0.4352   -7492.3035  0.3573 
   00043    0.4292   -7487.0693  0.3545 
   00044    0.3908   -7491.0298  0.3541 
   00045    0.4308   -7525.3470  0.3526 
   00046    0.4172   -7447.7183  0.3501 
   00047    0.4212   -7465.1346  0.3407 
   00048    0.4164   -7429.2037  0.3377 
   00049    0.4160   -7474.0661  0.3408 
   00050    0.4152   -7532.2097  0.3424 
