#=====================================================
# File created:        Sun-01-Mar-2026-at-01-25-59PM
# Size of lattice:     100x100
# Number of MC steps:  50
# Reduced temperature: 0.650
# Run time (s):        5.266677
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000  -10058.4566  0.2534 
   00001    0.6720  -14986.9240  0.2607 
   00002    0.6148  -18124.2800  0.2637 
   00003    0.5704  -20201.1631  0.2634 
   00004    0.5515  -21515.1280  0.2722 
   00005    0.5322  -22720.1814  0.2695 
   00006    0.5145  -23552.9955  0.2716 
   00007    0.4933  -24274.2562  0.2760 
   00008    0.4973  -24979.4527  0.2787 
   00009    0.4809  -25548.3142  0.2789 
   00010    0.4678  -26081.0629  0.2813 
   00011    0.4716  -26539.6152  0.2855 
   00012    0.4736  -26841.6202  0.2870 
   00013    0.4575  -27265.5034  0.2824 
   00014    0.4510  -27559.5424  0.2810 
   00015    0.4511  -27917.5865  0.2824 
   00016    0.4490  -28002.5430  0.2854 
   00017    0.4500  -28160.5333  0.2856 
   00018    0.4457  -28382.5983  0.2869 
   00019    0.4352  -28309.1868  0.2899 
   00020    0.4420  -28465.2587  0.2946 
   00021    0.4411  -28596.3262  0.2960 
   00022    0.4479  -28800.7986  0.2994 
   00023    0.4433  -29008.3766  0.2957 
   00024    0.4351  -29026.4638  0.2934 
   00025    0.4306  -29157.0159  0.2945 
   00026    0.4297  -29158.5626  0.2927 
   00027    0.4365  -29360.3723  0.2920 
   00028    0.4350  -29391.1540  0.2877 
   00029    0.4334  -29446.9538  0.2874 
   00030    0.4355  -29654.6756  0.2846 
   00031    0.4266  -29564.6857  0.2870 
   00032    0.4247  -29650.7975  0.2889 
   00033    0.4092  -29673.4760  0.2924 
   00034    0.4311  -29669.9432  0.2925 
   00035    0.4285  -29710.7132  0.2978 
   00036    0.4270  -29726.8647  0.2978 
   00037    0.4273  -29803.3849  0.3006 
   00038    0.4318  -29862.8671  0.3024 
   00039    0.4245  -29898.0425  0.3054 
   00040    0.4301  -29950.2042  0.3022 
   00041    0.4187  -29865.7301  0.3051 
   00042    0.4318  -29920.4768  0.3034 
   00043    0.4332  -30115.1661  0.3048 
   00044    0.4240  -30213.7353  0.3055 
   00045    0.4221  -30161.9903  0.3075 
   00046    0.4159  -30081.1263  0.3056 
   00047    0.4108  -30187.3767  0.3073 
   00048    0.4285  -30236.1908  0.3081 
   00049    0.4199  -30378.3619  0.3069 
   00050    0.4210  -30283.9945  0.3047 
